knowledge_usefulness,knowledge_reliability,knowledge_accuracy,knowledge_rating,knowledge_quality
0,14,0,87,1
0,85,1,71,3
1,81,0,31,3
0,18,1,52,2
0,6,0,70,3
1,36,1,77,1
1,18,1,67,1
1,33,1,28,3
1,10,1,59,3
1,77,0,98,3
0,41,1,93,2
0,55,0,76,3
1,3,0,89,3
0,13,1,16,3
0,93,1,60,1
1,63,1,18,1
0,14,0,19,3
1,9,1,36,2
1,71,1,26,3
1,96,0,99,3
1,15,1,41,1
1,30,1,52,1
1,95,1,23,3
1,37,0,15,1
1,73,1,74,3
0,41,0,77,3
0,12,0,6,3
1,8,1,94,2
0,43,1,54,1
1,64,1,89,3
0,51,0,25,1
1,77,1,17,1
0,35,1,54,3
1,16,1,28,1
1,98,1,40,3
0,58,1,27,3
0,19,0,44,1
1,18,1,11,2
0,1,1,83,2
1,82,1,5,3
1,29,1,3,2
1,77,1,75,3
1,13,1,1,2
0,0,1,29,3
0,10,0,100,2
1,30,0,9,1
1,17,1,54,2
0,31,1,51,2
1,19,0,22,1
1,66,0,53,3
0,11,1,6,1
1,63,0,66,2
0,63,1,3,1
0,64,1,84,2
1,53,0,88,3
1,86,0,14,1
1,14,1,34,2
0,72,1,99,1
0,40,0,40,3
1,10,0,48,2
1,67,0,77,2
1,29,0,24,2
1,2,1,81,3
0,35,0,70,3
0,51,0,27,2
1,40,0,65,2
0,4,1,94,1
1,2,0,4,3
1,24,0,87,1
0,85,0,47,3
0,74,1,56,1
0,81,1,57,1
1,48,1,4,3
1,26,1,56,1
1,58,1,4,1
1,88,1,21,1
0,31,0,59,3
1,62,1,37,2
0,39,1,81,2
1,13,0,4,3
1,5,0,61,2
0,7,0,27,2
0,4,0,47,1
1,50,0,26,2
1,92,0,23,2
0,27,1,60,2
1,50,0,50,2
0,40,1,64,2
1,61,0,46,2
1,25,0,26,3
0,50,1,47,2
1,57,1,90,1
0,12,1,74,2
1,70,1,31,2
1,94,1,19,1
0,49,0,6,1
0,30,1,53,3
1,92,0,62,3
1,23,0,80,3
0,26,0,80,1
1,8,1,55,2
0,14,0,34,1
0,64,1,45,2
1,42,1,6,3
1,54,0,89,1
1,85,0,46,2
0,9,0,90,2
0,71,0,73,1
0,21,1,3,3
1,8,0,9,1
0,85,0,78,1
1,52,0,61,2
1,57,0,20,2
1,75,0,16,3
0,44,0,11,2
1,83,1,22,2
0,69,1,54,3
1,14,1,35,1
0,56,0,4,2
1,7,0,69,2
0,51,1,46,2
1,4,1,66,1
0,72,1,98,3
1,18,0,95,3
0,52,0,3,3
0,91,0,57,3
1,39,1,5,1
1,51,1,73,3
0,20,0,96,1
0,57,0,52,2
0,92,1,65,1
0,33,1,37,1
1,93,1,2,1
0,32,0,44,2
0,49,0,4,2
1,51,1,64,2
0,12,0,40,3
0,73,1,64,2
1,5,1,16,2
1,91,1,33,1
1,51,0,71,1
1,83,1,7,3
0,74,0,89,3
0,47,0,47,3
1,36,0,37,1
0,93,0,91,2
0,96,0,60,2
1,25,0,45,3
0,79,1,63,3
1,82,0,61,1
1,94,1,73,1
0,34,1,98,3
0,21,0,10,3
1,50,0,59,3
1,7,0,77,3
1,27,1,90,2
0,64,1,96,3
0,0,0,42,3
1,96,1,93,2
0,46,0,69,3
0,7,1,34,2
0,3,1,26,3
0,53,1,71,2
1,24,0,32,3
1,99,0,59,2
0,86,0,71,1
0,1,1,88,2
0,10,0,87,3
0,1,1,24,3
0,2,0,39,3
1,45,1,64,1
0,56,0,66,2
1,24,0,60,1
0,82,0,86,2
1,39,1,77,3
0,10,1,61,3
0,31,0,31,2
0,15,1,83,1
1,18,1,70,1
1,15,1,98,2
0,41,0,59,2
1,61,1,93,1
0,67,0,27,2
1,98,1,22,2
1,51,0,45,3
1,44,1,18,1
1,17,1,10,2
0,87,1,24,3
1,67,0,43,2
1,42,1,16,3
1,16,1,85,1
0,12,1,40,1
0,68,0,24,1
0,8,0,43,2
0,86,0,39,2
0,88,1,73,2
1,65,1,88,2
0,64,0,46,2
1,70,0,12,2
0,44,1,44,3
0,100,1,41,1
0,1,0,46,3
0,22,1,51,3
0,78,1,89,1
0,36,0,70,3
0,96,1,59,1
0,24,0,57,2
1,60,1,12,3
1,34,0,73,2
0,81,1,17,2
1,14,0,3,3
1,57,0,59,2
0,47,0,23,2
0,2,1,75,1
0,81,0,89,3
1,30,1,70,1
0,85,0,38,3
1,54,1,38,1
0,38,0,43,3
1,61,1,88,2
1,40,1,55,3
0,61,1,39,1
1,59,1,74,1
0,0,1,3,3
0,87,0,21,2
1,77,1,81,1
1,1,1,15,1
1,94,1,21,2
0,57,0,35,2
1,81,1,54,3
0,79,1,9,3
1,22,1,43,1
1,41,1,84,1
0,29,1,81,1
1,24,1,81,2
1,21,0,28,3
0,72,1,72,1
1,82,1,10,2
1,5,0,91,2
0,65,1,40,3
0,43,1,66,2
0,16,1,49,2
0,82,1,18,3
0,64,0,92,2
0,69,0,16,3
0,53,1,36,3
0,3,0,27,2
0,90,0,33,3
0,16,1,39,1
1,11,1,32,1
1,70,1,86,2
1,35,1,55,1
0,43,0,93,2
1,75,0,59,2
1,0,1,67,3
0,33,1,67,3
1,88,1,66,2
0,64,1,60,2
1,42,0,23,2
1,96,0,5,1
1,96,0,18,3
1,47,0,73,2
1,87,1,0,1
1,39,1,86,1
0,22,0,71,3
0,54,1,34,1
0,13,0,15,2
0,68,0,14,3
0,9,1,76,2
1,16,0,32,1
0,23,1,66,1
1,97,1,53,1
1,1,1,5,2
0,12,0,62,2
0,85,0,76,2
1,26,1,48,1
0,72,1,86,3
1,28,0,31,1
0,12,0,86,3
1,94,0,69,3
1,70,1,77,1
0,20,1,35,3
1,35,1,100,1
0,40,1,57,2
1,5,1,18,1
1,55,1,12,3
1,81,1,29,1
0,30,0,55,2
1,59,1,50,2
0,76,0,27,1
1,69,0,53,2
1,64,1,40,2
1,96,0,15,3
1,8,1,68,2
0,55,1,32,1
0,99,0,50,3
1,94,0,63,3
1,78,0,50,3
1,41,0,26,1
0,48,1,60,3
0,56,1,44,3
1,51,1,58,2
0,0,0,99,3
0,91,1,59,2
0,46,1,38,2
1,45,1,69,3
0,24,1,80,2
1,44,0,24,2
0,88,0,69,3
1,43,0,63,1
1,30,1,27,3
1,77,1,58,2
1,58,0,47,1
0,50,1,54,1
0,66,1,42,1
1,98,1,11,1
0,72,0,89,1
0,60,1,37,1
1,11,0,40,1
1,35,0,44,2
1,69,0,88,2
0,53,0,69,2
0,33,1,42,2
1,79,0,36,1
1,62,0,91,1
1,95,0,46,3
0,13,0,98,2
0,39,0,65,1
0,21,0,12,3
0,36,0,37,2
1,87,0,79,1
0,46,1,32,3
1,30,1,20,3
0,62,1,44,3
0,50,0,100,3
1,82,1,89,2
1,63,0,36,1
0,78,0,12,2
0,61,1,31,1
1,32,0,60,3
1,51,1,92,1
0,12,0,19,3
1,57,0,66,3
0,53,0,10,2
0,67,0,3,3
1,81,0,12,3
1,63,0,54,1
1,54,1,42,2
0,95,1,32,2
0,64,0,69,1
0,97,0,95,2
1,34,1,35,1
0,59,0,12,2
1,37,1,13,1
1,40,1,21,1
1,30,0,92,2
1,74,1,27,1
1,91,0,7,2
1,44,0,86,2
1,86,1,35,1
0,12,0,45,1
1,54,1,78,2
0,17,0,21,1
1,61,0,32,2
0,42,1,88,2
1,38,1,39,1
0,22,1,44,2
1,33,0,88,1
0,29,1,84,1
0,57,1,42,3
0,51,0,34,1
0,17,1,67,1
1,50,0,100,2
1,35,0,10,3
0,12,0,56,1
0,14,1,95,2
1,37,0,66,3
1,41,0,58,3
0,34,0,37,1
1,6,1,48,3
0,92,1,78,3
1,88,1,96,2
1,62,0,45,2
0,35,0,87,2
0,89,0,23,1
1,33,0,71,3
0,84,1,13,1
1,16,0,65,2
0,81,0,69,2
1,30,1,42,3
1,3,0,57,2
0,38,1,83,1
1,32,1,56,2
0,73,0,34,2
1,12,1,62,1
0,85,1,56,2
1,63,0,34,3
0,76,0,12,2
1,67,0,84,2
0,55,0,58,1
1,88,1,13,2
1,38,1,71,2
1,72,0,48,2
0,55,0,27,3
1,85,0,91,1
1,51,1,25,2
0,75,0,36,3
0,84,0,40,3
0,4,0,4,1
0,21,1,79,3
0,93,1,70,1
0,78,1,100,3
0,55,1,84,1
0,8,0,33,1
1,37,1,55,3
1,19,1,65,2
0,38,0,87,1
1,14,0,48,2
1,4,0,90,1
0,92,1,31,1
1,49,1,30,1
0,90,1,76,3
0,37,1,43,3
1,31,1,58,3
1,32,0,97,2
0,22,0,39,2
0,10,1,8,1
1,32,1,55,3
1,8,1,15,3
0,44,0,73,2
0,82,0,23,1
0,60,1,99,1
0,24,1,84,1
1,63,0,29,1
0,55,0,100,2
0,12,1,59,2
1,80,0,46,1
0,68,0,40,2
1,49,0,1,3
1,42,1,49,3
1,29,0,65,3
0,45,1,63,3
0,49,0,45,1
0,40,0,13,2
0,89,1,65,2
0,86,0,60,2
0,56,1,100,2
0,84,1,66,2
1,10,1,79,2
1,75,0,35,1
0,41,0,67,3
0,71,1,67,1
0,64,1,65,2
1,65,0,92,3
1,98,0,4,2
1,49,0,64,2
1,17,0,36,2
0,2,1,69,3
0,52,0,46,2
1,84,0,96,1
1,27,0,23,1
1,71,0,71,1
0,11,0,74,2
1,4,0,28,1
1,22,0,96,1
0,33,0,44,1
1,3,0,48,1
1,7,0,37,3
0,84,1,9,3
1,40,1,34,1
1,80,0,69,3
1,23,1,84,2
0,30,0,21,1
1,0,0,74,1
1,70,1,4,3
0,77,1,15,2
0,11,1,88,2
1,43,0,13,2
1,24,1,72,3
0,71,1,20,1
0,36,0,46,2
0,60,1,0,3
1,44,0,27,1
0,36,0,10,3
0,34,1,55,3
0,44,1,42,3
0,21,1,54,2
0,46,1,2,2
1,69,0,57,3
0,90,1,44,2
0,37,0,0,2
1,41,0,5,1
0,54,1,49,3
1,35,0,62,1
1,74,0,24,2
1,45,1,73,3
0,43,1,60,2
1,7,0,24,3
0,93,0,3,2
0,32,1,32,3
0,59,1,8,2
1,29,1,99,2
0,56,1,67,2
0,70,1,80,2
1,88,0,74,2
0,45,1,91,1
1,18,1,0,2
0,82,1,22,3
0,23,1,87,1
0,59,1,11,2
0,95,0,36,3
1,12,1,31,3
1,92,0,83,1
0,40,0,0,1
