knowledge_usefulness,knowledge_reliability,knowledge_accuracy,knowledge_rating,knowledge_quality
0,5,0,8,1
0,75,1,60,2
0,19,1,62,1
0,14,0,100,3
0,14,0,27,2
0,9,0,69,3
0,51,0,56,1
0,89,1,59,1
0,0,0,23,2
1,98,1,45,1
0,90,0,77,1
0,57,0,74,3
1,26,0,3,2
1,40,1,71,3
1,33,0,11,3
0,4,0,33,1
0,10,1,36,3
1,75,1,12,1
0,77,0,24,1
0,93,1,4,1
1,56,0,45,3
0,16,0,54,1
0,84,1,3,3
1,11,0,64,3
0,57,0,54,2
0,15,1,47,3
1,91,1,18,1
1,59,0,2,1
0,99,0,79,3
1,65,1,28,2
1,5,0,51,1
1,20,0,49,2
0,7,1,93,2
1,98,0,97,2
1,97,1,13,1
1,32,1,97,1
1,42,1,92,2
0,94,1,84,3
0,72,0,43,3
1,19,0,78,1
0,67,1,73,3
0,88,0,51,3
0,24,0,11,1
0,47,0,45,2
0,84,0,25,3
0,83,0,17,2
1,3,1,79,2
1,79,1,99,2
1,2,1,21,2
1,68,0,25,2
0,94,1,72,1
1,14,1,29,1
0,8,0,62,3
1,85,0,2,1
0,27,0,91,2
0,97,0,2,3
0,3,0,69,1
0,60,1,45,1
0,74,1,79,1
1,89,0,93,1
1,30,1,53,2
0,47,0,0,2
0,49,0,31,3
0,78,1,15,1
0,79,1,0,1
1,79,0,70,3
1,83,0,32,3
1,95,1,9,3
0,31,0,78,1
1,59,0,27,3
1,49,0,96,3
0,70,0,79,1
0,31,1,82,2
1,78,0,56,3
0,55,0,56,2
1,16,0,8,2
1,59,1,94,2
1,43,1,74,1
0,86,0,52,3
1,34,0,35,3
0,76,0,88,3
0,21,0,56,3
1,95,0,49,3
0,30,0,77,1
0,21,1,96,2
1,24,0,87,3
1,89,0,62,1
0,58,1,14,3
1,53,0,62,3
1,55,1,66,2
1,12,0,94,2
1,38,1,25,3
0,59,0,46,1
1,53,1,89,2
0,7,1,19,2
0,62,1,83,3
0,76,0,59,1
1,97,1,83,3
0,86,1,81,3
0,61,1,52,2
0,86,0,37,1
0,57,1,42,2
1,88,0,79,2
0,16,0,39,3
1,19,0,50,3
1,65,0,10,1
0,48,0,45,3
0,40,0,56,2
1,98,1,22,3
1,23,0,23,2
1,26,0,35,2
1,63,1,7,1
1,83,0,34,1
0,95,1,38,3
0,69,0,51,3
1,66,1,17,1
1,4,1,39,3
1,5,0,63,2
1,93,1,15,2
0,12,1,11,1
1,39,1,22,1
1,42,1,59,3
1,13,0,1,3
1,3,0,58,2
1,49,0,61,1
0,100,1,14,3
0,98,1,13,2
1,23,1,49,1
1,15,1,58,2
1,83,0,46,3
1,65,1,36,1
1,82,1,33,1
0,46,0,85,3
0,56,1,34,1
0,93,1,91,3
1,77,1,23,1
1,57,0,86,1
0,10,1,84,2
1,41,1,8,3
0,12,1,20,1
1,3,0,59,3
0,37,1,41,2
1,32,1,50,2
0,38,1,76,2
1,72,1,66,3
1,30,1,41,3
1,22,1,90,3
1,97,1,77,1
0,73,0,35,3
0,27,1,93,3
1,93,0,45,1
1,39,0,56,1
0,80,0,41,1
0,60,0,3,1
1,64,0,47,2
0,61,1,12,1
1,21,0,6,2
1,11,1,1,2
1,23,1,9,2
0,39,1,59,2
0,97,1,64,3
1,49,1,79,3
1,77,0,48,3
0,27,1,59,2
0,13,0,28,3
0,41,0,55,3
0,87,1,75,3
0,25,1,100,2
0,61,0,3,1
0,52,1,55,1
1,85,0,76,3
1,71,1,12,1
1,39,1,30,2
0,38,1,1,3
0,45,1,6,1
1,35,1,89,3
1,93,1,51,3
0,52,1,26,3
1,26,1,46,2
0,93,1,96,3
0,90,0,19,1
1,80,0,58,3
0,46,0,25,1
1,7,1,100,3
0,60,1,48,3
0,78,0,18,3
1,31,1,60,1
0,73,1,34,1
0,28,1,23,2
0,87,0,15,3
1,57,0,22,2
1,69,1,9,3
0,79,1,85,3
0,90,0,94,3
1,64,0,31,1
0,88,1,50,1
1,77,1,15,2
0,54,1,70,3
0,97,1,16,1
0,14,0,87,1
1,18,0,78,2
0,100,0,96,1
0,35,0,86,2
1,85,1,89,2
0,81,1,81,1
1,33,0,91,3
1,50,1,75,2
0,77,1,89,3
0,72,0,37,3
1,12,1,14,2
1,5,1,90,3
1,52,1,56,3
1,44,1,95,2
0,96,0,5,3
0,70,0,92,3
0,38,1,32,1
1,88,0,40,3
0,9,0,56,3
1,84,0,71,2
1,78,1,66,2
0,29,0,70,2
0,9,1,60,1
0,24,0,44,2
1,88,1,74,3
1,62,0,12,2
1,90,1,63,2
1,33,1,76,2
0,3,0,35,3
1,2,0,55,2
0,40,0,71,3
0,98,1,90,1
1,3,1,44,1
0,85,1,86,3
1,99,1,99,1
0,86,1,11,2
0,23,0,73,2
1,65,1,0,1
0,78,0,43,2
1,94,0,54,1
0,10,1,59,3
0,81,0,41,2
0,98,0,32,1
0,96,1,6,2
1,53,1,95,2
1,90,1,63,2
0,31,1,42,2
0,90,1,49,2
0,28,1,13,1
0,35,0,8,2
0,32,1,30,3
1,96,0,37,1
0,31,1,97,1
0,81,0,8,1
0,24,0,33,3
0,38,0,52,3
0,99,0,60,2
1,86,0,92,1
0,29,1,87,1
1,49,0,75,2
1,3,1,17,2
1,52,0,92,1
0,29,0,63,3
0,92,1,38,1
0,59,1,39,1
0,72,1,34,3
0,86,0,30,3
1,49,0,63,2
1,74,0,64,2
0,21,1,34,1
1,31,0,51,2
0,28,1,84,3
0,20,0,99,1
0,100,1,87,1
1,65,0,11,1
1,82,0,54,3
1,45,1,65,2
1,11,1,23,3
1,64,0,56,3
0,15,0,48,3
1,72,1,12,2
0,23,1,38,2
1,31,0,1,1
0,60,0,12,1
1,93,1,46,2
0,69,1,82,1
0,16,0,6,1
0,34,0,95,1
0,96,1,99,1
0,55,1,77,1
0,92,0,26,2
1,94,0,75,3
1,65,0,64,2
1,90,1,71,3
0,56,0,40,1
1,87,1,21,1
1,66,1,65,2
1,29,0,96,1
1,59,1,47,2
0,12,0,2,1
0,76,0,92,2
1,34,0,4,1
0,14,0,65,2
0,81,0,13,1
1,88,1,87,1
0,32,0,91,2
1,19,1,97,3
0,44,1,61,1
1,80,0,69,3
1,8,1,35,3
1,72,0,10,3
0,9,0,26,1
0,10,0,25,1
0,10,1,66,2
1,91,0,13,1
1,78,1,55,2
0,99,1,48,2
0,12,0,79,3
1,70,1,97,1
0,91,0,76,2
1,97,0,30,2
0,17,0,17,3
0,41,1,32,2
1,19,0,2,2
1,23,1,51,1
1,52,1,89,1
1,4,0,36,3
0,61,0,92,3
1,77,0,26,2
1,13,0,2,3
1,83,0,47,1
1,27,0,27,3
1,38,0,31,2
0,93,0,8,3
1,39,1,82,1
0,44,1,35,1
0,35,1,28,2
0,60,0,13,1
1,85,1,75,1
1,0,0,25,2
0,53,1,27,1
1,51,0,35,2
0,66,0,37,1
1,85,1,66,2
1,16,1,16,3
1,80,1,56,3
0,74,0,31,2
0,80,1,0,3
0,46,0,54,2
0,39,0,12,1
0,25,0,34,3
0,93,0,4,3
1,10,0,83,3
0,92,0,22,3
0,45,1,62,3
0,100,0,2,2
1,22,0,24,3
1,0,0,44,2
0,37,0,50,3
0,14,1,64,2
1,47,1,34,3
1,92,1,54,2
0,69,0,56,1
0,22,0,45,2
0,90,0,93,2
0,33,1,45,1
1,89,1,72,2
0,9,0,7,1
0,60,0,70,3
0,40,1,71,1
1,58,0,3,2
1,20,0,38,2
0,21,0,41,2
1,33,1,59,3
1,90,1,73,3
0,55,1,60,3
1,52,1,38,1
1,19,0,47,3
1,23,0,69,1
1,48,0,0,2
1,60,0,88,1
1,68,1,79,3
1,77,0,32,3
0,12,0,43,3
0,78,1,95,1
1,25,1,90,1
0,74,0,4,1
0,17,0,87,1
0,55,0,1,2
1,96,1,25,1
0,15,0,78,1
1,3,0,63,3
0,10,0,35,1
0,37,1,76,3
1,5,1,33,3
0,99,1,4,2
1,52,1,80,2
1,91,0,71,1
0,43,1,83,2
0,15,0,94,1
0,52,1,59,1
0,57,0,40,1
1,62,0,91,2
1,87,0,31,1
1,86,1,81,3
0,20,0,82,1
1,38,0,2,1
0,67,0,25,1
1,94,1,13,1
1,59,1,74,2
0,34,1,16,2
0,12,1,61,1
0,6,1,19,2
1,32,1,22,2
1,95,0,78,3
0,19,1,9,1
1,39,0,39,3
0,81,1,96,1
1,30,0,87,1
1,44,1,72,3
0,47,0,7,1
0,67,1,44,1
1,33,0,90,3
0,9,0,20,2
1,62,1,36,2
1,71,0,66,2
0,35,1,38,2
1,2,1,83,2
1,44,0,90,3
0,37,0,86,3
0,31,0,33,3
0,21,0,66,2
0,99,0,28,2
1,100,1,52,3
1,11,1,17,3
1,3,1,95,3
1,46,0,57,2
1,2,1,88,3
1,96,1,6,3
0,27,1,8,1
1,88,1,47,3
1,78,0,78,3
1,17,1,96,1
1,96,1,44,2
1,42,1,17,2
1,77,1,51,2
1,56,1,63,2
0,17,1,61,3
1,0,0,68,3
1,53,0,60,2
1,15,0,23,3
0,63,1,44,1
0,69,0,70,1
0,14,1,11,2
0,38,1,31,2
1,33,0,15,2
0,92,1,60,3
1,43,1,70,2
1,29,1,63,2
1,68,0,17,2
0,66,0,60,3
1,88,1,56,3
0,20,0,33,3
1,63,1,13,2
0,54,1,70,2
1,44,0,9,2
0,87,1,70,2
0,13,1,88,1
1,0,1,65,2
0,43,1,30,1
0,56,0,72,2
0,86,0,98,2
0,69,1,57,1
1,70,0,93,1
0,61,0,66,3
0,50,1,10,2
1,91,1,13,3
0,25,0,56,1
0,38,1,78,2
1,29,1,39,2
1,4,1,39,3
1,96,0,19,2
0,68,0,47,3
0,38,0,50,2
1,95,1,66,1
0,12,0,87,1
1,42,0,27,2
1,15,0,20,3
0,21,0,75,3
1,89,1,29,2
1,100,0,81,3
0,52,0,62,1
0,10,0,40,2
1,11,1,36,1
0,96,0,78,3
1,27,0,40,3
1,73,1,3,3
1,93,1,84,2
0,41,0,2,1
1,82,1,88,3
1,30,1,8,1
1,40,1,11,3
1,95,0,5,1
1,8,1,92,2
1,8,0,62,1
1,80,0,25,3
0,69,1,51,2
1,7,0,95,1
1,50,1,20,3
0,0,0,73,2
0,64,0,3,1
0,45,1,36,2
1,14,1,83,1
1,92,1,23,2
1,99,1,94,2
0,37,0,72,2
1,30,1,31,2
1,22,0,15,1
0,76,0,96,1
1,24,1,4,3
1,68,1,91,1
0,26,1,24,3
0,21,0,90,2
0,95,1,9,2
0,33,0,14,2
0,63,0,16,2
0,93,0,85,2
0,83,0,58,3
0,55,1,15,3
0,40,1,24,3
1,29,1,7,2
1,89,1,90,3
0,1,1,29,3
1,59,1,4,2
1,4,0,82,3
0,68,1,56,1
0,24,0,33,1
1,49,1,8,3
0,81,0,56,3
0,39,1,18,2
1,71,0,72,2
1,61,1,99,2
0,48,0,87,1
1,7,0,3,2
1,16,1,15,2
1,80,0,30,2
1,26,0,13,2
0,83,0,75,1
1,48,1,79,2
0,22,1,51,2
0,68,1,90,2
1,90,0,29,3
0,54,1,62,2
1,38,1,50,2
1,11,1,24,2
1,40,1,46,1
1,24,0,4,3
0,92,0,28,3
0,52,1,88,3
1,60,1,82,3
0,21,1,1,1
0,35,1,99,1
0,69,1,20,2
1,72,0,77,3
0,9,0,12,1
0,44,1,27,2
0,63,1,7,3
0,99,1,43,2
0,19,0,58,2
0,78,0,94,3
1,16,1,33,1
1,16,1,8,1
1,73,0,55,3
0,33,0,97,3
1,32,1,79,1
0,50,1,96,2
0,59,0,68,3
1,33,0,8,1
0,59,1,81,1
0,8,1,0,1
1,79,1,15,1
1,46,1,36,2
1,70,1,47,1
0,35,1,20,3
1,27,1,6,3
0,9,0,43,1
0,9,0,9,1
1,2,1,31,3
1,67,1,49,2
1,46,1,21,1
0,28,1,96,1
1,66,0,34,2
0,28,0,98,2
1,91,1,50,2
1,42,1,10,1
0,36,0,90,1
0,41,1,1,2
1,17,0,6,1
1,64,0,48,2
1,49,1,14,2
0,71,0,58,1
0,5,0,70,1
0,10,0,27,2
1,81,1,78,3
0,69,1,19,3
0,49,0,86,1
1,77,1,60,1
0,10,1,34,1
0,32,1,80,3
0,36,0,83,3
0,67,1,56,1
0,94,1,97,2
1,49,0,84,1
1,39,0,84,3
1,43,0,28,2
1,87,1,74,1
0,8,1,72,3
0,98,0,27,1
0,77,1,68,1
1,11,0,89,1
0,4,1,40,2
1,69,1,12,3
1,63,0,49,1
0,28,1,28,2
0,52,0,64,3
1,37,1,68,2
0,77,0,74,2
1,87,1,23,2
0,92,1,91,2
1,49,1,17,2
0,1,0,100,1
1,67,1,19,1
1,40,0,84,1
0,100,0,8,1
0,65,1,92,1
0,23,1,0,3
0,28,1,85,2
1,38,0,95,2
1,94,0,72,1
0,20,1,68,3
0,34,0,2,3
0,43,0,8,3
0,83,0,2,1
1,68,1,1,3
0,66,1,24,3
0,12,0,62,2
0,22,0,30,3
0,75,1,90,1
0,3,1,22,3
1,60,0,78,2
1,39,1,42,2
1,92,1,66,2
0,50,1,38,2
0,16,0,13,3
1,78,1,93,3
0,60,1,48,2
0,21,0,82,2
0,5,1,91,2
0,52,1,69,2
1,31,1,97,3
1,84,0,8,1
0,30,0,38,2
0,97,0,90,1
0,52,1,61,1
1,4,1,66,2
1,64,1,28,2
0,42,0,46,1
1,78,0,34,3
1,84,1,65,2
0,4,1,30,2
1,55,0,14,2
1,44,0,14,2
0,56,0,29,2
0,86,1,31,3
1,29,0,31,1
1,35,0,38,1
0,21,0,13,2
1,76,0,81,3
0,1,1,33,3
1,78,1,19,3
0,42,1,51,2
0,54,0,82,2
0,42,0,62,3
0,68,1,97,2
1,65,1,30,1
0,24,0,55,2
0,57,1,99,3
0,98,1,66,3
1,33,1,71,3
0,64,0,37,3
1,63,1,58,3
1,14,0,16,2
0,84,1,8,3
1,92,1,23,2
1,90,1,52,2
0,45,0,15,1
0,93,1,91,2
0,51,0,71,1
1,4,1,73,3
1,9,0,79,2
0,44,0,56,3
1,28,1,37,2
1,26,1,88,1
1,95,1,81,3
1,24,0,80,3
0,25,0,22,1
1,16,1,11,1
0,23,0,92,1
0,74,0,31,2
1,85,0,51,1
1,68,1,81,2
1,50,1,48,3
0,94,1,4,3
0,89,0,100,2
1,62,0,76,1
0,54,0,25,1
0,2,1,81,3
0,39,0,75,2
1,27,0,90,2
0,9,0,27,1
0,38,1,10,1
0,11,1,58,1
1,52,1,66,1
1,81,0,96,1
0,10,0,61,3
1,15,0,47,1
1,59,0,56,3
1,62,1,67,2
1,8,1,30,2
0,46,1,49,2
0,77,0,71,2
0,79,1,49,1
0,35,1,61,1
1,18,0,38,2
1,88,0,26,1
0,63,1,93,2
0,33,0,49,1
1,2,0,62,1
1,39,0,37,1
0,77,1,69,1
0,98,1,91,3
0,50,1,85,1
1,47,1,35,2
0,77,1,33,3
0,92,0,80,1
0,64,1,35,1
0,65,1,64,1
0,46,1,58,2
1,67,1,100,3
1,35,1,29,3
0,94,0,34,1
1,88,1,30,1
1,14,1,50,3
1,48,0,89,1
0,17,0,71,2
1,1,1,44,3
1,15,1,84,3
0,21,1,10,3
0,61,0,69,2
0,0,0,76,2
0,26,1,96,2
0,20,1,90,3
0,54,1,59,1
0,84,1,23,1
0,97,1,90,1
0,10,1,65,2
0,90,1,2,2
1,34,1,97,2
0,86,1,73,2
1,77,0,5,1
1,40,0,74,3
1,86,0,67,3
0,65,1,100,1
1,97,1,15,1
0,92,0,99,3
1,67,0,36,3
0,16,1,57,3
1,4,0,24,1
1,30,0,56,1
1,76,1,86,1
1,35,0,28,2
1,69,0,67,3
1,13,1,27,3
1,10,1,59,2
1,70,0,14,1
1,50,0,87,3
0,94,0,50,2
1,42,0,93,1
1,27,1,71,2
1,96,0,34,1
0,51,1,28,3
0,84,1,18,3
1,28,1,79,2
0,27,1,82,1
0,71,0,56,1
1,38,0,19,3
1,66,0,34,1
0,72,1,47,3
1,1,1,40,3
1,60,0,93,2
0,53,1,86,3
1,26,1,71,3
0,11,1,48,3
1,84,0,93,1
1,35,1,33,2
0,57,0,44,2
1,46,1,7,1
1,38,0,23,2
1,28,0,59,1
1,26,0,81,3
1,14,0,84,2
1,60,1,31,1
0,23,1,92,1
0,66,1,73,1
1,54,0,50,3
1,15,0,0,1
0,95,0,2,3
1,31,0,64,3
1,0,1,93,3
1,44,1,21,3
1,86,0,81,1
0,95,1,55,1
1,95,1,72,3
0,18,1,60,2
1,14,0,14,2
1,12,1,31,2
0,10,0,59,1
0,4,0,98,3
1,18,0,84,3
0,13,0,65,2
0,84,0,52,1
1,90,1,96,1
1,66,0,44,1
0,53,1,24,1
0,45,1,85,1
0,94,1,27,3
1,58,0,17,3
1,93,1,60,1
1,59,1,68,2
0,1,0,50,3
0,67,0,71,2
1,52,1,37,3
1,44,1,4,3
1,67,0,55,2
0,42,0,49,1
1,12,1,2,2
0,0,0,79,1
0,56,0,40,1
0,60,0,98,2
0,98,1,21,2
0,57,0,62,3
