knowledge_usefulness,knowledge_reliability,knowledge_accuracy,knowledge_rating,knowledge_quality
1,23,0,47,1
0,3,0,52,2
0,18,0,97,3
1,90,0,29,3
1,71,1,31,1
0,10,1,58,2
1,57,1,98,1
0,75,0,60,1
1,45,1,87,3
1,22,0,0,2
1,29,0,9,1
1,8,1,83,3
0,88,0,55,1
1,43,1,43,1
0,29,1,39,3
0,42,0,72,3
1,10,1,42,3
1,9,1,92,2
1,19,0,19,3
0,43,0,68,1
0,49,0,74,1
1,97,0,13,3
0,58,0,87,2
1,73,0,89,3
1,96,1,77,2
0,7,1,26,2
0,11,0,9,2
1,24,1,24,2
0,22,0,7,1
1,44,1,7,2
1,77,1,85,1
1,100,0,34,3
1,30,1,9,3
0,94,0,60,3
1,75,1,65,1
1,13,1,20,3
1,53,1,14,2
0,64,1,91,1
0,43,1,97,1
1,27,1,5,1
1,32,1,36,2
0,11,1,85,1
0,27,0,77,2
0,70,0,91,3
1,38,0,55,2
1,46,1,51,3
1,34,1,60,3
0,65,1,75,2
0,31,1,30,2
1,28,0,3,1
0,50,1,32,3
1,13,1,89,2
0,83,1,28,3
1,20,0,4,3
1,94,1,21,3
1,60,1,8,1
1,34,1,16,3
1,55,1,90,3
0,55,1,60,1
1,51,0,38,1
1,34,0,26,1
0,49,1,66,2
1,100,0,7,2
1,24,1,16,3
0,39,1,62,2
0,33,0,24,1
1,62,0,54,2
1,69,1,1,2
1,16,0,3,1
1,20,0,37,1
1,77,0,47,2
1,1,1,92,3
1,81,0,40,3
1,94,1,51,3
0,7,0,44,2
0,79,0,53,2
0,1,0,6,3
0,91,0,21,1
1,31,1,21,2
0,53,0,46,3
0,39,0,41,3
1,95,0,6,2
1,86,1,9,3
0,6,0,43,3
0,72,0,20,2
0,67,1,18,1
1,36,0,64,3
1,34,1,65,2
1,46,1,72,1
0,33,1,28,2
1,52,1,27,2
1,76,1,69,1
0,49,0,68,1
1,22,1,37,2
1,53,0,70,3
0,10,0,19,2
0,12,0,12,3
0,36,0,8,3
1,37,1,19,2
1,0,0,57,3
0,64,1,42,2
0,44,1,36,2
0,25,0,67,2
0,8,0,83,1
1,26,0,45,2
1,30,0,53,1
0,93,1,72,3
1,86,0,16,1
0,87,0,56,1
1,7,1,92,1
0,84,0,51,2
0,80,1,15,3
1,91,0,46,1
0,65,1,94,1
1,73,0,50,3
1,37,1,88,2
0,86,1,33,2
1,23,1,41,1
1,97,0,7,3
1,7,1,93,3
1,20,1,22,2
1,64,0,9,2
1,6,0,36,3
1,52,1,69,2
1,61,0,62,2
1,18,1,11,3
1,93,1,8,1
1,50,1,33,3
0,86,0,82,1
0,29,0,13,2
1,59,0,32,1
1,61,1,2,3
1,40,1,91,2
0,61,0,29,1
0,54,0,17,3
0,28,1,56,1
0,79,0,62,1
1,20,0,95,1
0,83,0,92,2
1,20,1,78,2
0,79,0,17,1
1,12,1,18,1
0,86,0,59,1
1,53,0,25,3
1,80,0,32,1
0,62,0,89,2
0,14,0,86,1
1,46,1,94,3
0,14,0,62,1
0,64,0,7,2
1,60,0,73,3
1,54,1,3,3
1,41,0,90,1
0,30,1,76,1
1,87,1,68,2
0,53,0,34,2
1,20,0,73,3
1,55,0,50,1
0,11,1,82,2
1,90,1,91,3
0,55,0,71,3
0,17,0,65,3
0,30,1,60,2
0,98,1,20,2
0,97,0,96,1
0,99,1,53,1
0,42,0,43,3
0,59,0,69,2
1,49,0,81,1
0,94,1,25,3
1,16,0,99,2
0,1,1,14,1
0,8,1,10,1
0,33,1,11,3
0,87,0,58,1
0,63,1,65,3
0,9,1,81,2
1,73,1,54,1
0,49,1,3,3
0,54,1,98,1
1,88,0,7,1
0,21,1,96,1
1,79,0,68,2
0,53,1,1,3
0,94,0,9,3
0,8,0,40,2
1,12,0,1,3
1,81,0,74,3
1,60,0,88,2
0,97,1,79,1
1,26,1,71,1
0,54,1,25,2
0,92,0,46,3
0,10,0,38,2
0,95,1,79,1
0,40,1,49,1
1,17,0,56,2
1,63,1,82,1
1,39,1,96,1
0,79,0,16,2
0,9,1,23,1
0,35,0,46,3
1,90,0,100,3
0,33,1,69,1
0,41,0,33,1
0,21,1,0,2
1,53,1,77,2
0,22,0,0,2
1,73,0,71,3
0,1,1,93,2
0,33,0,14,1
1,28,1,34,3
1,76,0,5,3
0,74,0,24,2
1,47,0,8,2
0,16,1,77,1
0,67,0,49,2
1,83,0,67,1
0,38,0,8,1
0,45,1,14,3
1,30,1,27,1
1,41,0,66,2
1,74,1,5,3
1,97,0,55,2
1,10,1,78,2
0,68,1,85,2
1,14,0,65,1
0,49,1,17,1
1,33,1,72,2
1,18,1,16,1
1,35,0,19,3
1,58,0,63,2
1,85,1,4,1
1,16,0,65,3
1,69,1,24,3
0,92,0,19,1
1,40,1,71,3
0,53,1,81,3
0,3,1,29,1
1,2,1,99,2
0,36,1,24,3
0,9,0,64,3
0,4,0,53,2
1,41,1,66,3
1,46,0,10,1
0,77,0,43,1
0,17,1,5,1
1,52,0,59,3
0,60,0,53,2
0,40,0,91,1
0,79,0,40,3
0,47,0,83,2
0,3,1,96,3
1,57,0,15,3
0,89,0,20,1
1,70,0,75,1
0,92,0,44,2
0,77,1,89,3
0,53,1,11,1
0,47,1,40,2
0,2,0,27,2
1,59,1,92,1
0,97,0,70,3
0,66,0,20,1
0,92,1,12,3
1,68,1,25,3
1,89,1,74,1
1,41,0,76,2
0,65,0,54,3
1,89,1,72,3
0,55,0,63,3
0,65,1,49,3
1,99,1,11,2
0,56,1,92,3
0,12,1,55,3
1,15,0,81,1
1,43,1,60,1
0,24,1,51,3
0,57,0,15,3
0,38,0,39,3
1,45,1,98,1
0,72,1,86,1
1,79,0,27,2
0,75,1,100,1
1,97,1,17,2
0,52,1,14,3
0,21,1,88,2
1,68,0,50,1
0,91,1,35,2
0,73,1,40,3
1,78,1,98,1
1,94,0,93,3
1,92,1,42,2
1,80,0,68,1
0,62,1,57,2
0,84,0,54,3
1,61,0,5,2
1,48,1,79,1
1,34,1,77,2
0,62,0,19,2
1,14,0,61,2
0,11,0,50,1
0,13,1,4,2
1,22,0,97,2
0,77,1,7,1
0,15,1,27,3
0,28,1,90,1
0,43,0,3,1
1,58,1,21,3
0,24,1,27,2
0,33,0,35,3
0,8,1,42,3
0,68,0,33,3
1,61,0,25,2
0,66,1,71,3
0,70,0,34,3
0,50,1,1,2
0,94,1,11,3
1,66,1,10,3
1,80,0,94,2
1,47,0,11,1
0,67,0,5,3
