knowledge_usefulness,knowledge_reliability,knowledge_accuracy,knowledge_rating,knowledge_quality
1,34,0,53,3
1,79,1,46,2
1,90,0,54,1
0,24,1,46,2
0,32,0,40,2
0,12,1,85,1
1,33,0,85,1
1,12,0,11,3
0,25,0,48,2
0,52,0,77,2
0,92,1,47,1
0,48,1,26,2
1,86,0,44,2
0,53,0,14,2
0,11,0,83,1
0,97,1,34,3
0,72,0,24,3
1,17,1,88,1
0,16,1,59,2
1,34,1,21,1
1,10,0,40,3
1,23,1,36,1
0,11,1,94,1
1,61,1,18,2
0,95,0,10,2
1,34,1,96,1
0,41,0,17,2
0,8,0,40,3
1,9,1,43,3
1,8,1,74,1
0,34,1,17,1
0,4,1,90,2
0,56,0,99,1
1,4,1,63,3
0,96,1,90,3
1,98,0,63,1
1,84,1,46,2
1,21,1,24,1
0,55,1,11,1
0,100,0,38,1
0,27,0,98,3
0,76,0,5,3
0,1,1,21,2
1,100,0,92,1
0,31,0,48,1
1,82,0,95,3
1,7,1,95,3
0,89,1,24,2
0,3,1,99,3
0,28,1,21,2
0,53,1,80,3
1,44,1,51,3
0,20,0,91,3
0,81,0,79,1
1,53,0,26,2
0,96,1,48,1
0,100,0,36,3
0,26,0,100,3
1,90,0,85,2
0,51,1,0,2
0,21,1,5,1
1,97,1,25,2
1,85,1,32,2
0,7,1,81,2
1,42,1,25,3
1,38,1,29,2
1,18,1,17,3
1,14,1,72,1
0,28,0,20,1
0,97,0,32,2
0,45,0,2,1
1,87,1,43,2
1,87,1,90,1
0,77,0,98,3
0,26,0,16,1
1,83,1,35,2
0,49,1,63,2
1,69,1,69,2
0,94,1,44,2
0,31,1,5,1
1,33,0,67,1
0,89,0,65,2
1,80,1,78,2
1,31,1,7,2
1,28,0,39,3
1,50,1,88,2
0,50,0,52,2
1,4,1,78,2
1,23,1,75,2
0,10,0,69,1
1,12,1,12,1
1,57,1,25,2
1,22,0,39,1
0,45,0,65,1
0,84,1,6,2
0,20,1,28,3
1,73,1,80,3
0,35,0,96,3
1,91,0,38,2
0,4,1,59,2
1,92,0,70,3
0,50,1,15,3
1,74,0,79,1
0,21,0,80,2
0,68,0,71,1
0,87,0,15,1
1,14,1,28,1
1,45,1,87,2
0,27,1,36,1
1,25,1,23,1
1,92,0,84,1
1,99,0,55,2
1,87,0,84,2
0,22,0,78,2
1,43,1,7,1
0,76,1,75,1
0,54,0,17,2
0,2,0,45,2
1,58,1,32,3
1,30,0,12,2
0,43,1,3,1
0,28,1,51,3
0,66,0,49,2
1,6,1,44,1
1,30,0,1,2
1,36,1,76,3
0,90,1,54,1
0,12,1,86,2
0,36,0,13,2
0,35,0,89,3
0,99,1,93,2
1,85,0,77,1
1,94,1,100,3
1,19,0,34,2
0,78,0,16,3
0,16,1,85,3
0,20,1,79,1
1,77,0,80,2
1,41,1,57,2
1,41,1,9,3
0,61,1,28,1
0,93,0,8,3
1,90,0,68,1
0,33,0,5,3
0,8,1,38,1
0,71,1,62,1
1,58,0,50,3
0,72,0,64,2
1,76,0,74,1
1,57,1,7,2
1,50,0,35,3
1,9,0,50,2
1,71,0,85,2
0,12,1,10,2
1,18,1,34,1
0,55,0,11,3
1,16,0,12,1
1,74,0,34,2
0,91,0,86,1
1,83,1,81,3
0,87,1,58,1
0,21,0,15,3
1,26,1,89,2
0,67,1,27,3
0,61,0,33,3
1,64,0,61,2
0,57,1,9,3
0,56,1,40,2
1,11,0,87,3
1,22,1,68,1
1,61,1,30,1
0,37,0,30,2
0,90,1,45,2
1,83,0,18,2
0,24,1,38,3
1,94,1,10,3
0,76,0,63,2
0,61,1,47,2
0,26,0,66,1
0,46,0,28,1
1,90,0,22,1
0,89,1,46,2
1,69,0,79,1
0,44,1,68,1
0,97,1,8,2
1,35,0,48,1
1,92,0,55,2
1,100,1,55,2
1,31,0,94,3
1,14,1,25,1
0,91,0,27,2
1,11,0,56,1
1,6,1,25,2
1,65,1,64,1
1,44,0,80,1
0,98,1,74,3
1,56,1,26,2
1,44,0,73,3
0,0,0,92,1
0,46,0,1,1
0,24,0,25,3
0,44,1,63,2
1,20,0,38,1
0,9,1,18,2
1,25,0,34,3
0,75,1,99,3
1,61,1,2,3
1,0,1,44,2
0,15,1,34,1
1,68,0,11,1
0,50,0,4,2
0,57,0,56,3
0,17,0,66,3
1,33,0,41,3
1,67,1,28,2
0,85,0,82,1
0,22,1,25,3
1,81,1,25,3
1,36,0,33,3
0,93,0,10,3
0,87,1,8,3
0,13,0,72,2
1,71,1,93,2
0,18,0,3,2
0,63,1,49,3
0,90,1,74,1
1,93,1,53,2
0,26,1,6,1
0,2,1,58,2
0,67,1,19,2
0,92,1,43,3
1,84,1,56,2
1,58,1,52,3
1,7,0,24,1
0,12,0,53,1
1,41,1,95,3
0,53,0,24,2
0,98,0,72,1
0,6,1,54,2
1,44,0,64,3
1,51,0,74,1
1,73,1,51,2
1,12,0,66,1
1,24,0,79,2
0,26,1,45,2
1,21,1,32,1
1,81,1,18,3
1,7,1,42,2
0,56,0,32,1
1,96,1,87,2
1,52,1,67,2
1,85,0,94,1
1,57,0,92,1
1,26,1,3,3
0,1,0,52,2
0,35,1,78,2
1,50,1,72,1
1,93,0,24,3
0,47,0,56,2
1,46,1,75,3
1,39,1,68,1
1,46,0,34,3
0,91,0,50,3
1,72,0,47,2
0,65,0,63,1
1,91,0,93,3
1,51,1,12,1
1,65,1,23,2
0,2,1,80,3
1,51,0,35,1
1,93,0,1,1
0,78,1,89,3
1,31,1,27,3
1,69,1,86,2
0,79,0,44,3
1,20,1,56,1
1,40,1,18,2
1,81,0,35,3
0,66,1,52,1
0,75,1,15,2
1,34,0,66,2
0,61,1,31,2
0,68,1,68,2
1,45,1,76,2
0,83,1,100,3
1,65,1,18,3
0,81,1,14,3
0,36,0,70,3
1,97,0,10,3
0,49,0,34,2
0,67,0,54,1
1,68,1,87,3
0,98,1,76,2
0,94,0,100,2
1,87,0,69,2
1,20,1,96,1
0,99,1,29,2
0,32,1,40,2
1,26,0,12,1
0,54,0,95,2
1,99,1,39,3
0,15,0,31,2
0,65,0,27,1
0,98,1,35,1
1,90,1,13,1
1,19,0,61,2
0,96,0,95,1
0,82,0,55,1
0,21,0,6,2
1,1,1,68,3
1,52,0,69,2
1,48,0,72,2
0,43,1,14,1
0,14,1,19,2
1,10,1,23,1
1,50,1,8,2
1,65,1,18,2
1,44,0,46,3
0,81,1,57,2
0,90,0,80,2
1,62,0,9,2
1,65,1,14,1
1,74,0,5,1
1,59,1,100,2
0,11,1,19,2
1,54,1,76,3
0,7,1,49,1
1,32,0,55,2
0,75,0,34,2
0,91,0,18,1
0,31,1,26,3
0,82,0,41,3
0,21,0,68,3
1,78,1,83,3
1,99,1,57,2
0,77,0,76,1
1,1,0,15,1
0,51,1,98,3
0,54,0,3,3
0,70,0,66,3
0,61,1,53,1
1,81,0,66,2
1,23,0,5,1
1,9,1,86,1
0,81,1,54,3
0,20,1,0,3
1,38,0,53,1
1,99,1,96,1
1,26,1,9,1
1,75,0,53,3
1,48,0,16,3
0,96,0,84,2
1,63,1,99,2
0,16,0,42,1
0,94,1,25,1
0,70,0,24,3
1,80,0,52,1
0,89,1,91,3
1,90,0,13,1
0,80,1,34,2
0,64,1,28,2
0,29,1,6,1
1,51,0,38,1
0,60,1,62,2
0,46,0,4,2
0,100,0,50,2
1,4,1,74,2
0,6,0,89,2
1,70,0,41,2
0,87,1,32,2
0,48,0,32,3
1,29,0,8,1
1,24,1,56,3
1,82,0,79,3
1,53,0,90,3
0,72,1,7,3
1,82,1,93,3
0,54,1,9,2
1,47,0,63,1
1,34,0,90,1
0,21,1,49,1
1,8,1,61,3
1,71,1,40,3
1,36,0,62,2
1,40,1,56,3
1,45,1,55,2
1,96,0,20,3
0,62,1,79,2
0,36,1,82,1
1,81,0,56,2
0,29,0,87,3
1,96,1,78,3
1,60,1,78,2
0,64,0,68,2
1,64,0,5,3
1,5,1,51,1
1,59,0,42,2
1,61,0,47,1
0,23,0,97,3
1,41,0,25,1
0,63,0,15,3
1,78,0,36,3
0,40,1,37,1
1,77,1,58,1
0,24,0,77,3
0,22,1,7,1
1,16,0,66,2
1,53,1,97,3
1,76,1,25,3
0,57,0,75,1
0,44,1,79,1
1,68,1,48,1
1,2,0,59,3
1,65,0,34,2
1,80,0,62,1
1,62,1,80,2
1,54,1,1,3
0,99,1,87,3
1,77,0,96,1
0,81,0,16,3
1,100,0,56,1
0,66,1,32,1
1,33,1,47,2
0,50,1,76,3
0,33,1,13,2
0,18,1,11,1
1,70,1,53,1
0,72,1,36,1
0,47,0,53,3
1,97,1,60,2
0,95,0,50,1
0,26,1,96,2
0,32,0,65,2
1,15,1,9,2
0,65,1,72,2
1,55,0,17,3
1,13,0,45,3
1,79,0,95,3
0,39,1,1,3
1,32,0,31,3
1,51,1,44,2
0,36,0,44,1
0,48,1,71,2
1,70,0,49,3
1,81,0,9,2
1,69,0,19,2
1,6,0,4,1
1,90,1,69,2
0,85,1,91,1
0,35,0,94,1
0,27,1,3,1
1,28,0,55,2
0,76,1,51,1
0,20,0,13,3
0,85,1,66,1
1,35,1,68,1
1,6,1,14,2
1,76,0,54,1
1,73,1,78,1
1,17,1,21,1
1,15,0,51,3
0,14,1,42,1
1,4,0,95,3
1,93,1,55,1
0,10,1,62,3
1,94,1,99,3
1,76,0,4,3
0,69,0,98,3
1,55,0,88,2
0,23,1,34,2
0,71,0,65,3
0,62,0,98,3
0,9,1,67,2
1,62,0,90,3
0,9,1,84,2
1,100,1,86,1
1,72,0,5,2
0,16,0,82,2
1,63,0,0,3
1,8,1,57,1
0,85,0,74,1
1,25,0,83,3
1,81,1,82,1
1,81,0,6,1
1,12,0,98,1
1,37,0,48,1
0,39,0,8,2
1,29,1,9,3
1,29,1,12,2
1,0,0,98,2
0,3,0,89,3
0,59,1,36,1
1,45,0,65,1
0,18,0,65,3
1,80,0,57,2
1,86,0,86,3
1,32,1,14,1
1,52,1,41,3
1,98,1,92,2
0,2,0,3,2
0,73,0,15,1
1,85,0,24,3
1,8,0,76,3
1,46,1,89,1
0,30,1,59,2
1,4,1,20,1
0,21,1,62,2
1,8,1,51,1
1,25,1,59,2
1,72,0,69,1
0,23,0,76,2
1,100,1,97,2
1,38,0,83,2
1,35,1,38,3
1,38,0,8,3
0,81,1,59,3
0,75,0,37,2
0,44,1,16,1
1,67,1,45,2
0,7,1,66,3
0,35,1,97,3
1,77,0,95,2
0,77,0,43,3
0,37,1,6,3
1,95,0,89,1
1,42,1,95,2
0,96,1,10,3
0,72,1,96,1
1,42,0,29,3
1,44,1,47,3
0,60,0,65,2
0,35,0,100,1
1,11,0,54,1
1,12,0,65,2
1,7,1,90,2
0,61,1,44,1
1,40,1,46,2
0,68,1,51,3
0,35,0,48,1
1,64,1,58,2
1,77,1,44,2
0,66,1,40,3
0,96,1,85,3
1,90,1,25,3
0,72,0,1,2
1,69,0,36,3
1,62,1,46,3
0,99,1,38,3
0,72,1,36,2
0,43,0,30,2
0,33,1,24,2
1,86,0,12,3
1,37,0,13,3
1,12,1,94,3
1,22,1,14,3
1,97,0,82,2
1,77,0,72,1
0,75,1,91,1
1,30,0,62,3
0,31,1,8,2
0,5,1,1,2
0,11,1,89,3
0,48,1,16,2
0,47,0,3,1
1,11,0,90,3
1,22,0,7,3
0,33,1,52,3
1,24,1,68,2
1,29,0,90,3
0,32,1,2,1
1,96,1,85,2
1,76,1,61,3
0,21,1,59,2
0,17,0,58,2
0,89,0,39,3
0,13,1,54,3
1,72,0,48,1
1,16,1,62,1
0,17,1,36,1
1,49,1,20,2
1,49,1,71,1
1,59,0,45,1
1,22,1,8,2
0,53,1,37,1
1,70,0,82,3
0,7,0,97,1
0,21,1,34,3
1,61,0,98,1
1,12,1,60,1
0,2,0,36,3
0,42,0,6,1
1,60,1,13,1
0,60,1,26,1
1,12,0,38,1
1,29,1,63,2
0,12,1,36,2
1,48,1,20,1
0,92,0,23,2
0,25,1,60,2
1,12,0,19,1
1,87,1,91,2
0,82,0,65,2
0,59,1,60,3
1,94,1,23,1
1,66,1,57,1
1,40,1,13,3
1,14,0,82,2
0,39,1,24,2
0,26,1,88,3
0,29,0,24,3
1,58,0,75,2
1,22,1,79,1
1,40,0,1,2
0,97,0,55,2
0,82,1,89,1
0,76,0,50,1
1,36,1,3,2
1,24,0,22,1
1,58,1,93,1
1,59,0,70,2
1,56,1,90,3
0,87,0,64,1
0,74,0,0,1
1,92,1,48,3
0,42,1,2,2
0,73,1,37,1
0,79,1,52,1
0,18,0,21,2
1,83,0,18,3
1,80,1,0,1
0,32,1,60,2
0,28,1,21,3
1,93,1,98,1
1,79,0,18,2
1,69,1,13,1
0,98,1,73,1
1,4,1,76,2
0,16,0,46,3
1,4,1,35,3
1,17,1,8,3
1,14,0,22,2
0,75,0,3,3
0,6,0,10,2
1,28,1,51,2
1,98,0,81,1
0,77,1,73,1
1,45,1,33,1
1,32,0,23,2
0,52,0,59,1
0,94,1,95,2
0,71,1,7,3
1,8,0,98,2
1,13,0,43,3
0,48,0,83,1
1,72,0,50,3
0,30,1,38,2
1,85,1,78,2
1,60,1,100,1
1,80,1,56,1
0,34,0,84,1
1,94,0,97,2
1,2,0,62,1
0,76,0,51,3
1,44,1,36,3
1,35,1,17,1
1,38,1,86,2
0,40,1,4,3
1,98,0,44,2
0,28,1,35,2
1,77,0,69,2
0,71,1,33,2
0,49,0,94,1
1,62,0,77,2
0,65,0,26,3
0,89,1,13,1
1,80,1,57,3
0,87,0,7,3
0,20,1,1,2
0,78,0,99,2
0,64,0,82,2
0,65,1,5,3
1,92,1,31,1
1,76,0,73,2
1,37,0,21,2
1,64,1,2,2
0,7,1,32,1
0,45,1,63,1
0,54,0,98,3
0,69,0,37,3
0,77,0,80,1
1,85,1,32,3
0,89,1,87,2
0,28,1,3,2
1,8,0,4,2
1,28,1,26,3
1,56,0,21,2
0,21,0,94,3
1,1,1,13,3
1,24,0,10,3
0,0,0,30,2
1,42,0,33,2
0,33,0,3,1
1,71,0,30,1
0,21,1,63,1
0,100,0,64,3
0,90,1,46,2
0,94,1,75,2
0,82,1,56,3
0,17,1,74,2
1,16,1,67,2
1,97,0,39,2
0,25,1,63,2
1,66,0,11,3
1,31,0,19,2
1,25,0,13,3
0,91,1,80,2
0,7,0,21,1
1,27,0,0,3
1,83,1,73,2
1,4,1,74,2
0,51,0,54,1
0,67,0,99,1
0,10,1,86,1
0,97,0,51,2
0,90,1,76,3
1,7,0,58,3
1,17,0,31,3
1,0,0,81,1
0,54,0,28,3
0,68,0,29,1
0,12,0,6,1
0,83,1,33,2
0,15,0,85,1
0,38,0,75,3
0,87,1,98,3
1,34,1,5,1
0,100,1,98,2
0,83,1,82,2
0,23,0,15,1
0,35,0,50,2
1,29,0,55,2
0,9,0,79,1
1,90,0,11,1
1,64,0,17,2
1,86,0,69,1
1,89,0,88,3
0,55,1,48,3
0,100,1,1,3
1,7,1,20,1
1,47,1,24,1
0,72,0,60,2
0,23,0,6,2
0,2,0,29,3
1,41,1,48,3
0,51,1,31,2
0,11,0,87,1
1,53,1,81,1
0,56,0,50,1
0,85,0,29,2
1,83,1,80,1
0,86,1,8,3
0,2,1,15,1
1,34,0,100,1
1,100,1,34,1
1,57,1,7,2
1,8,1,28,1
0,11,0,62,1
1,14,1,86,1
1,6,0,18,2
0,72,1,73,2
1,57,1,68,3
0,93,0,42,3
0,89,1,0,1
1,89,1,76,3
0,82,0,30,3
0,86,0,35,1
0,9,1,76,3
0,3,1,27,1
0,6,0,43,2
1,37,1,86,3
1,76,1,5,3
1,20,1,2,3
1,90,1,70,2
1,77,1,9,3
1,69,1,51,2
1,72,0,26,3
0,18,0,45,1
1,17,1,8,3
1,31,1,82,1
0,82,0,44,3
0,55,0,63,3
1,29,0,47,1
1,52,1,90,2
0,62,1,16,2
1,75,0,79,1
1,68,0,30,1
1,17,0,12,3
1,96,0,7,2
0,76,0,20,2
1,82,0,90,3
1,95,1,79,2
1,81,1,5,2
1,67,1,26,2
0,3,0,67,1
1,34,1,53,1
0,72,1,57,2
0,82,1,84,2
0,43,1,32,3
0,29,1,72,2
0,4,0,68,1
1,63,1,33,2
0,51,0,63,2
1,12,1,64,1
1,69,0,25,2
0,80,1,88,3
1,76,0,62,1
1,83,1,48,3
1,41,1,11,2
1,76,1,62,1
0,98,1,61,3
0,66,1,95,3
0,100,0,27,3
0,75,0,63,1
0,97,1,56,1
0,9,0,6,1
0,88,0,16,2
0,28,1,96,2
0,62,0,60,2
0,4,1,44,3
1,88,0,50,3
1,67,0,42,2
0,100,1,0,2
1,8,0,69,1
1,56,0,13,1
0,90,0,24,1
0,3,1,34,2
0,95,1,24,2
0,14,1,29,2
1,49,0,58,1
0,77,1,34,2
0,23,1,53,3
1,78,1,73,2
0,57,0,16,2
1,39,1,20,3
1,0,1,100,1
0,64,0,19,2
1,4,1,73,3
0,70,0,30,3
0,65,0,6,2
1,20,0,64,2
0,3,0,5,3
0,9,0,49,3
1,99,0,69,1
1,31,1,39,3
1,2,0,13,1
1,39,0,13,2
0,67,1,35,1
0,84,1,25,2
1,62,1,7,1
1,73,0,56,3
0,46,1,44,1
0,91,0,60,1
1,5,1,32,2
0,18,1,79,1
1,46,0,76,3
0,31,0,35,3
0,64,1,6,3
1,20,1,59,2
0,15,1,46,3
1,34,0,31,3
0,18,0,81,1
1,51,0,43,1
0,66,1,38,2
1,47,1,31,1
0,4,1,10,1
0,5,0,98,3
0,2,1,76,3
1,31,0,11,2
0,55,1,13,1
0,50,1,16,2
