knowledge_usefulness,knowledge_reliability,knowledge_accuracy,knowledge_quality
0,32,10,1
1,80,51,1
1,61,97,2
1,73,67,1
2,40,85,1
2,25,84,1
3,7,14,1
1,21,74,2
2,14,99,2
0,19,72,1
1,48,4,2
3,21,43,2
2,76,38,2
3,6,54,2
1,35,29,2
0,56,5,1
3,11,43,1
1,58,61,1
0,67,6,1
0,23,39,1
1,17,7,2
1,55,86,1
0,27,10,1
1,11,21,2
2,54,30,2
2,38,79,2
3,38,70,2
3,7,37,1
0,3,18,2
1,69,7,2
3,34,95,1
3,11,6,1
0,79,28,1
1,66,32,1
3,3,65,2
2,65,43,1
0,11,47,2
1,60,53,1
0,53,11,2
0,37,94,1
2,23,59,1
2,1,33,2
2,68,79,1
3,55,36,2
1,4,79,2
0,70,18,1
3,60,87,2
2,43,69,1
3,46,90,1
3,65,25,2
1,71,39,2
1,39,12,1
0,18,66,2
2,35,2,2
0,59,28,2
0,68,7,1
1,32,81,1
3,5,71,1
3,28,14,1
3,16,54,1
2,10,52,2
0,61,27,1
1,36,6,2
3,25,41,2
2,9,100,1
3,44,92,1
2,44,90,1
3,5,16,1
3,32,59,2
2,27,63,1
1,43,67,2
2,78,4,1
2,57,95,2
3,71,51,1
0,25,37,2
0,20,7,1
2,4,18,1
3,46,57,1
0,14,8,1
1,4,54,2
1,11,50,2
2,76,26,2
1,39,58,2
0,23,18,2
1,42,56,1
2,64,10,2
1,31,81,2
2,14,89,2
2,7,22,1
1,39,16,1
3,55,93,1
1,55,77,1
0,54,14,1
0,12,80,2
1,60,15,1
3,67,82,2
3,51,64,1
1,42,58,1
3,17,82,1
0,69,65,2
2,44,2,1
1,49,21,2
2,75,35,2
0,75,19,2
1,26,72,2
2,32,37,1
2,20,13,2
2,52,80,2
1,38,59,1
3,52,27,2
0,21,38,2
1,16,76,1
2,64,49,1
2,39,72,2
3,41,4,2
0,26,24,2
0,67,37,2
1,45,44,2
1,37,85,1
3,1,81,2
1,65,67,2
0,58,9,2
1,62,33,2
2,34,20,1
1,55,94,2
0,67,87,1
0,49,73,2
3,76,16,1
1,3,64,2
1,73,61,2
0,71,24,2
1,3,47,1
3,31,50,1
3,12,52,2
1,10,27,1
1,33,74,2
1,69,23,1
2,23,30,1
1,25,11,1
1,27,88,2
2,23,67,1
1,68,97,2
1,46,16,1
2,39,31,2
1,70,34,2
1,3,12,1
3,37,46,1
3,51,89,1
2,31,7,2
2,5,7,2
1,18,72,2
2,48,51,2
0,57,77,2
2,44,15,2
0,36,2,1
1,48,2,2
1,38,5,1
3,64,2,1
1,20,17,2
3,26,66,2
1,74,97,1
3,41,54,2
0,59,84,1
2,72,95,2
2,4,49,2
2,4,50,1
3,53,37,2
1,52,97,1
3,50,1,2
0,5,40,1
0,74,47,1
1,37,95,1
1,80,11,2
3,79,54,1
3,2,34,2
2,39,24,2
3,3,21,2
1,57,37,2
1,54,83,2
2,55,73,2
3,34,57,2
1,75,78,1
1,25,24,2
3,21,37,1
1,79,97,2
1,46,12,2
3,19,23,1
0,80,81,2
2,42,64,1
3,63,13,1
0,38,98,2
2,25,23,1
2,44,11,1
1,77,93,1
3,61,72,2
3,20,19,1
2,78,54,2
2,59,11,1
2,41,70,1
2,37,37,2
2,25,62,1
0,48,77,1
3,36,82,1
0,28,55,2
1,56,78,1
0,32,47,2
2,36,71,2
1,65,97,2
1,46,91,1
3,17,25,1
2,40,68,2
3,34,60,2
3,76,71,2
2,22,46,1
1,68,87,1
0,6,92,1
1,68,28,2
1,7,80,2
2,25,14,2
1,68,97,2
2,6,23,2
3,23,36,1
1,52,90,2
0,6,35,1
2,14,97,1
2,30,27,2
1,38,89,2
2,45,62,1
0,16,76,2
1,71,63,2
1,64,3,1
0,67,26,1
0,55,19,1
1,76,14,1
2,59,22,1
0,59,19,1
2,52,12,1
0,18,60,1
1,19,60,1
2,37,4,1
3,59,27,1
0,77,100,1
3,45,50,1
1,49,2,2
0,38,39,2
1,19,93,1
2,11,14,1
2,29,48,2
0,34,34,1
0,25,92,2
2,1,25,1
1,54,64,1
3,11,2,2
1,72,74,1
1,21,6,2
0,18,48,2
0,22,53,2
3,44,94,1
2,48,52,1
0,45,41,2
3,37,13,2
1,52,80,1
2,35,41,2
0,45,12,2
1,63,71,2
2,58,4,2
2,57,6,2
0,79,72,2
2,20,26,2
1,57,93,1
1,76,68,2
0,62,44,2
3,5,37,1
0,74,2,1
3,61,81,2
0,25,14,2
3,51,95,1
1,57,70,1
2,75,67,2
0,12,34,2
1,25,12,2
0,29,4,2
2,48,44,2
2,58,62,2
3,15,22,2
2,46,27,2
1,17,99,1
1,41,93,2
0,48,80,2
3,46,31,1
0,67,9,1
1,49,7,1
2,79,65,2
0,37,22,1
1,62,57,2
0,61,51,2
1,43,54,1
0,74,59,2
3,16,38,2
2,3,6,2
0,37,63,2
2,37,48,1
3,17,86,2
2,10,99,1
0,11,17,2
2,60,54,1
2,34,66,2
0,38,76,2
1,78,67,1
3,57,60,2
1,24,4,1
1,19,80,2
1,22,78,1
0,9,56,1
0,37,47,1
1,45,94,1
2,17,27,1
1,5,69,2
1,14,87,1
1,28,24,2
1,15,96,2
0,13,58,2
2,37,70,2
3,24,14,1
2,12,77,2
3,18,61,1
0,79,12,1
1,9,55,2
3,55,13,1
1,39,2,2
0,72,30,2
2,40,20,2
1,75,90,2
2,76,24,2
2,51,95,1
2,8,43,1
0,21,9,1
2,53,22,1
1,57,26,2
3,48,63,1
3,7,26,2
1,34,99,1
1,52,53,2
1,23,85,1
2,34,66,2
3,37,86,1
0,15,16,1
0,16,48,2
1,63,6,2
3,37,8,1
2,8,41,1
2,71,96,2
1,34,34,1
1,24,2,1
2,76,98,2
1,11,42,1
2,59,74,1
3,18,90,1
1,52,45,1
0,3,5,1
1,15,58,2
2,61,81,1
0,78,87,2
3,53,31,2
2,11,34,2
1,38,39,1
2,49,19,1
2,52,58,2
1,28,33,2
1,72,62,1
2,30,78,1
3,32,51,1
1,32,6,2
0,43,77,2
2,9,95,1
0,42,89,2
1,8,87,1
2,14,59,2
0,54,15,1
2,72,18,1
1,59,37,2
1,66,43,2
1,33,33,1
0,59,16,2
0,72,7,1
3,14,33,1
2,77,98,1
0,34,97,1
2,15,94,2
1,19,4,2
1,1,21,1
0,47,22,2
0,38,51,1
1,7,31,1
3,63,82,1
3,49,92,1
3,47,77,1
0,8,99,1
1,77,88,1
0,13,62,2
1,61,45,2
0,56,70,1
1,27,6,2
1,46,22,1
1,72,74,1
2,54,26,2
1,79,97,1
2,6,44,1
3,25,56,2
0,17,34,1
3,29,89,2
1,76,13,2
2,47,96,1
1,40,20,2
0,21,27,2
3,10,13,2
2,51,47,2
3,62,25,1
2,5,21,2
3,39,60,2
3,31,89,2
1,4,78,2
2,72,89,2
1,48,21,1
2,24,79,2
0,78,93,2
2,19,9,2
1,10,93,2
2,51,26,2
3,63,20,2
3,47,25,1
3,46,1,2
1,15,43,2
1,36,22,1
3,32,38,2
3,68,91,1
0,68,72,2
0,41,41,2
1,55,57,2
3,73,31,2
0,28,58,1
3,37,100,1
3,37,88,1
1,36,28,1
3,62,40,1
2,63,48,1
3,56,34,1
1,39,86,1
2,62,98,1
3,55,56,2
3,21,86,2
1,30,5,1
0,74,29,1
2,12,22,1
1,59,43,1
0,19,63,1
3,12,4,2
0,12,66,2
2,46,70,1
0,59,32,1
2,33,91,2
0,57,38,2
1,10,31,1
2,16,20,1
2,67,47,2
1,41,46,1
2,5,42,2
1,75,27,2
2,75,61,1
0,64,85,2
3,35,66,2
3,42,11,1
0,10,86,1
0,75,78,1
3,31,83,1
2,34,29,1
2,67,83,1
0,63,64,2
2,25,33,1
0,9,27,1
2,80,43,2
2,49,61,1
0,22,80,2
3,1,75,1
3,79,39,2
2,37,94,1
2,52,54,1
3,12,28,2
3,4,55,1
1,76,82,2
1,13,68,2
3,73,88,1
2,50,44,1
3,50,26,2
0,32,47,2
0,61,34,2
3,7,4,2
1,71,80,1
2,63,78,2
3,9,21,2
1,55,1,2
1,75,72,1
3,75,46,1
1,45,41,1
3,79,34,1
1,60,16,1
2,76,96,2
2,27,88,1
1,41,20,2
0,27,25,1
1,69,3,1
2,36,61,1
0,11,90,2
2,75,100,2
3,78,62,1
1,64,27,1
3,23,4,2
1,53,48,1
0,80,16,1
0,9,71,2
1,54,42,1
0,26,59,1
1,10,67,2
0,54,59,2
3,21,62,1
0,15,48,1
3,33,74,1
0,43,90,1
2,52,36,2
0,40,15,2
2,27,57,2
2,46,30,2
3,37,68,2
0,73,79,1
3,17,50,1
3,75,75,2
3,9,53,2
1,34,35,2
1,69,52,2
0,13,15,2
1,13,40,1
1,72,21,1
0,71,20,2
0,79,69,1
3,26,49,2
2,39,37,1
3,1,98,2
0,55,36,1
1,75,28,2
0,14,87,1
1,46,5,2
0,16,38,1
1,50,68,2
0,78,61,2
3,49,93,1
1,27,93,2
2,14,10,2
1,31,28,2
3,5,44,1
3,79,44,2
3,6,14,1
2,69,27,2
1,68,77,1
0,77,63,1
2,54,57,1
3,55,25,1
1,68,7,2
1,44,78,1
2,35,72,2
0,18,40,1
2,76,31,1
0,47,54,2
3,13,42,1
3,36,84,2
2,65,5,1
3,51,42,1
1,17,88,2
2,79,86,1
2,53,3,2
2,33,16,1
2,68,55,2
3,14,64,1
2,49,16,2
0,26,16,1
3,2,7,1
2,46,95,2
3,57,61,1
0,8,81,2
2,59,95,1
2,67,44,1
3,24,11,2
2,22,58,2
2,8,18,2
0,56,77,1
3,72,92,2
3,21,77,2
1,10,59,1
3,35,88,2
3,76,56,2
2,67,52,1
0,12,82,2
0,62,53,2
1,55,48,1
2,38,40,1
3,80,98,2
0,19,15,2
2,55,93,2
2,11,44,2
1,34,53,2
1,3,99,2
2,25,68,1
2,7,48,1
0,78,33,1
1,53,62,1
1,31,14,2
2,22,100,1
0,25,36,2
1,67,23,1
3,38,45,2
1,22,49,1
1,48,80,1
2,63,72,1
3,9,80,2
0,66,81,2
3,41,8,2
3,29,9,1
0,9,36,2
0,57,74,1
2,9,54,2
2,4,32,1
3,33,37,1
1,18,22,2
2,12,83,2
2,34,55,2
0,30,46,2
1,18,99,2
3,24,81,1
3,67,55,1
3,24,57,1
3,61,99,2
3,19,72,1
3,63,59,1
1,59,59,1
2,57,74,2
3,73,99,1
2,5,32,2
0,17,85,2
1,24,60,2
1,17,54,2
2,17,33,1
1,5,7,1
0,34,28,2
3,78,5,2
2,62,49,2
1,79,55,2
2,21,37,1
1,3,88,1
3,16,50,1
1,26,88,2
2,27,98,2
0,14,23,2
3,15,45,2
0,50,42,2
1,47,72,1
2,21,8,2
2,39,59,1
2,22,16,2
0,22,42,1
0,65,44,2
0,63,95,2
3,48,91,2
2,53,73,2
0,4,85,2
0,16,82,2
1,41,48,2
2,76,5,1
1,11,29,1
0,18,40,2
3,49,95,2
1,29,28,1
1,67,77,2
0,38,28,2
3,56,78,2
1,80,49,2
3,57,47,2
0,76,34,2
3,72,20,2
1,21,83,1
3,61,63,2
0,13,52,2
2,18,28,1
1,30,75,2
1,70,69,2
0,68,80,2
2,5,91,1
0,68,38,1
1,78,77,2
1,75,67,2
3,66,62,1
0,57,68,2
1,80,93,1
3,51,12,2
1,16,13,1
2,33,69,1
3,77,65,2
3,13,26,2
0,38,5,2
3,65,24,2
0,35,25,1
0,3,20,2
3,41,28,1
1,54,39,2
1,34,70,1
0,49,2,1
0,27,30,2
0,25,57,1
1,9,55,1
3,57,18,1
3,63,22,2
1,28,42,2
1,3,64,1
1,6,84,1
3,72,45,2
1,65,5,1
1,2,58,1
2,42,80,2
0,71,79,1
2,37,10,2
2,65,73,1
2,15,80,2
1,75,68,1
3,23,42,1
2,59,43,2
1,66,5,2
1,63,24,2
2,6,53,2
2,39,89,1
2,69,3,2
0,27,34,1
3,22,72,1
2,40,66,1
3,47,82,1
3,37,62,1
0,41,71,1
2,78,62,2
0,66,66,1
1,77,26,1
0,10,16,1
0,71,64,1
2,28,58,1
2,11,85,2
0,42,95,1
3,57,21,2
0,42,44,1
1,41,46,1
3,5,43,2
2,48,50,1
1,68,86,1
3,76,75,2
1,42,98,2
3,37,19,1
0,49,12,2
3,31,55,2
1,8,58,1
3,25,76,1
0,72,22,2
3,58,25,1
1,50,54,2
2,32,97,2
2,74,13,1
2,36,34,2
0,37,13,2
1,68,30,2
3,78,33,1
0,57,94,1
1,47,93,1
0,28,63,2
2,13,9,1
0,65,94,2
0,26,80,1
0,57,83,1
1,25,28,2
3,26,73,2
3,31,73,2
3,76,24,1
3,26,96,2
3,6,81,2
0,14,46,2
3,48,39,1
1,7,42,1
0,36,87,2
0,65,59,2
3,5,91,1
2,28,64,2
2,77,1,1
0,20,8,1
2,78,26,2
1,78,72,1
3,31,73,2
0,77,88,2
2,59,47,2
1,10,83,1
3,62,56,2
1,78,51,1
2,55,43,1
2,55,31,2
0,31,63,2
3,35,17,2
0,69,38,1
0,4,74,1
1,75,87,1
2,78,33,2
0,56,71,1
0,6,38,1
2,16,88,2
2,75,97,2
2,8,4,2
3,13,24,1
0,29,94,2
1,42,80,1
3,58,60,2
0,57,77,2
0,59,93,2
2,30,48,1
0,60,66,1
3,78,90,2
2,22,37,1
1,46,22,2
0,31,4,2
1,63,100,2
1,38,43,2
1,62,57,2
0,37,50,2
3,62,30,2
2,21,34,1
3,77,62,1
0,1,47,2
0,70,18,1
1,7,58,1
2,46,52,2
2,27,93,2
3,37,8,1
0,8,7,2
1,33,31,1
1,41,58,1
1,59,43,1
2,76,66,1
2,59,83,1
1,33,10,2
1,76,39,1
3,47,1,1
1,66,87,2
0,54,13,1
