knowledge_usefulness,knowledge_reliability,knowledge_accuracy,knowledge_quality
3,6,2,1
2,21,20,2
2,14,62,2
3,79,20,2
2,18,35,1
3,53,26,1
1,31,22,2
0,62,33,2
3,23,82,1
3,80,42,1
2,36,42,2
3,52,2,2
3,50,3,1
2,2,90,1
0,73,6,2
0,15,66,1
0,29,76,2
0,26,22,2
2,65,23,2
3,48,75,2
2,16,100,1
3,2,3,2
1,79,83,2
3,56,62,1
2,51,66,1
3,52,88,2
2,21,79,1
1,13,82,1
0,3,97,2
1,38,30,2
0,16,55,2
3,73,48,1
1,40,67,1
2,49,41,1
3,27,51,2
2,11,15,1
2,60,71,1
3,56,75,2
3,22,63,1
0,68,53,2
2,42,65,1
0,40,29,2
1,76,81,2
2,64,82,1
0,43,10,2
2,14,28,2
2,38,68,1
3,28,32,2
1,32,85,2
2,64,19,2
0,16,30,2
0,5,65,1
3,32,86,2
0,9,78,1
2,6,40,1
2,41,71,1
2,41,83,1
3,67,6,2
0,50,3,2
2,55,92,2
2,65,40,1
2,63,47,1
0,37,5,2
0,29,25,2
2,74,45,1
1,24,58,2
1,69,35,1
1,67,99,1
3,54,38,1
2,23,44,1
2,15,27,2
1,72,18,1
3,37,6,1
0,55,47,2
1,4,64,2
3,3,5,1
1,20,65,2
1,64,83,1
0,20,20,1
2,48,8,1
0,66,67,1
3,13,37,1
2,72,94,2
2,57,33,2
0,30,36,1
2,72,9,1
0,26,10,2
3,78,76,2
0,3,50,1
1,62,96,2
1,75,23,1
2,61,59,2
2,37,52,1
2,68,65,1
1,65,45,2
3,24,59,1
1,3,87,1
0,34,52,1
1,47,91,2
1,56,13,1
0,38,93,1
0,17,81,2
0,65,79,1
0,77,1,2
0,23,93,2
0,71,57,1
3,69,29,2
1,35,62,1
2,59,56,2
0,3,43,2
1,15,45,2
2,7,41,2
0,57,83,1
1,41,95,2
1,64,33,1
2,47,19,1
3,30,96,1
0,15,73,1
2,2,45,2
0,76,33,2
0,38,26,2
2,47,62,1
2,52,67,1
1,32,100,1
1,66,66,2
2,6,53,2
3,21,50,1
3,8,72,2
3,74,29,1
1,24,75,1
3,36,18,1
3,14,33,2
0,61,4,2
3,72,43,1
2,31,39,2
0,39,30,1
0,8,70,1
3,11,29,1
2,7,81,1
0,71,15,2
1,19,85,1
2,25,56,2
2,75,78,2
2,6,75,1
3,52,4,2
1,29,2,2
2,77,24,1
3,16,18,2
2,63,40,2
2,28,97,1
1,30,32,2
0,52,90,2
0,41,35,1
3,53,27,1
3,31,94,2
1,38,10,2
1,30,39,2
0,13,64,2
2,29,6,2
3,42,81,2
1,59,96,1
3,63,45,2
2,19,52,1
1,16,51,2
1,18,70,1
2,19,13,1
1,51,12,1
3,78,11,1
2,27,41,1
0,78,85,1
0,33,9,1
3,80,32,1
0,31,37,1
1,27,9,1
0,17,2,2
1,28,15,1
2,66,47,1
1,33,3,1
3,36,94,2
2,45,96,2
1,12,23,1
3,54,74,1
2,69,19,1
1,48,44,2
0,8,9,1
1,10,95,1
0,54,26,2
1,50,53,1
0,32,7,1
0,41,96,1
0,46,21,2
3,38,29,2
2,5,5,2
3,55,14,2
2,17,62,2
2,23,74,1
1,63,86,1
3,73,15,2
3,74,46,1
2,40,71,2
0,65,72,2
2,61,40,1
0,53,74,1
0,12,58,1
1,4,71,2
0,75,90,2
1,13,77,2
3,38,25,2
3,1,1,2
2,54,41,1
0,26,68,1
2,31,36,2
2,62,35,1
2,38,89,2
3,39,68,1
1,1,69,1
1,70,86,1
3,51,71,1
0,60,97,1
1,39,56,2
1,38,100,2
0,35,30,1
3,66,16,2
2,79,55,1
3,76,23,1
1,66,19,1
2,25,23,1
3,17,30,2
1,6,69,1
3,31,33,1
3,11,71,1
2,23,5,2
0,18,52,1
3,74,38,1
2,54,16,1
3,33,15,1
1,33,88,2
0,19,42,1
1,9,99,1
3,39,11,2
0,49,13,2
0,6,15,2
1,33,90,2
0,25,84,2
0,49,20,2
3,29,36,1
1,18,57,2
3,46,28,2
2,41,66,1
0,77,54,2
2,18,75,2
0,19,50,2
0,60,67,2
1,20,73,2
0,10,75,1
1,72,29,2
3,45,84,1
3,23,71,2
1,2,7,2
3,28,100,1
3,66,1,2
2,43,95,1
0,36,21,1
2,22,3,2
3,42,83,2
0,40,31,1
2,21,17,2
2,48,30,2
3,55,77,2
2,8,34,2
0,16,3,2
1,50,89,2
0,27,69,1
0,71,38,2
3,21,81,2
1,64,1,2
1,58,70,2
2,49,6,2
2,67,65,1
2,64,55,1
2,23,96,2
3,60,98,1
1,73,22,1
1,47,12,1
2,68,68,2
1,33,89,2
3,70,88,1
0,5,27,1
0,30,63,1
2,23,7,2
2,7,47,2
2,37,12,2
3,13,79,2
1,68,76,1
1,50,65,1
1,2,23,2
1,46,29,2
2,57,24,1
2,58,37,2
0,65,79,2
3,47,85,1
2,58,99,1
1,25,30,2
3,27,63,1
3,30,50,2
0,49,90,2
3,80,8,2
0,44,50,2
3,25,41,2
3,71,21,2
3,33,10,1
1,27,7,2
0,14,69,1
2,24,12,2
1,21,66,2
3,48,22,2
3,16,83,2
1,80,34,2
2,79,18,1
1,6,3,2
0,13,55,1
2,18,41,1
3,19,54,1
3,66,6,2
2,41,11,1
3,28,98,1
2,22,93,2
3,28,69,2
1,55,94,2
0,3,8,2
1,46,90,1
2,73,30,1
2,50,73,2
2,8,63,2
3,75,2,1
0,37,56,2
0,50,37,2
3,31,35,2
2,41,19,1
1,62,25,1
3,74,3,1
1,1,63,1
0,49,50,1
3,23,37,2
0,22,64,2
0,63,50,1
3,66,82,2
2,6,98,2
2,55,75,1
2,12,87,1
0,43,97,2
1,70,69,2
0,21,58,2
1,67,20,2
0,56,33,1
3,37,95,2
2,55,26,1
1,18,22,1
3,77,96,1
3,55,57,2
1,65,24,1
2,18,73,2
1,44,32,2
1,42,24,2
1,56,64,2
0,49,90,1
0,79,1,1
2,50,72,1
0,64,76,1
0,23,80,1
2,43,27,2
1,14,33,1
2,43,25,2
2,74,31,1
1,33,69,1
3,29,61,2
1,51,91,2
3,35,17,2
1,65,46,2
2,60,42,1
1,28,33,2
0,5,73,1
2,25,20,2
0,72,48,1
2,2,3,1
3,9,87,2
2,67,68,1
3,16,26,1
3,69,64,1
2,39,29,2
2,62,78,2
0,79,84,1
1,71,42,2
0,30,40,2
1,7,20,1
3,53,49,1
0,28,41,2
3,72,83,2
1,40,52,2
1,69,43,1
1,10,74,1
0,46,24,2
0,57,51,1
0,45,32,2
0,18,86,1
0,76,12,2
2,40,38,1
2,53,31,2
1,71,79,1
2,3,55,1
2,55,43,2
1,75,71,1
0,4,95,2
1,21,63,2
3,58,2,1
3,24,92,1
2,15,99,2
2,46,8,2
3,55,33,2
3,23,71,2
3,36,23,1
3,40,44,2
1,19,28,1
0,71,76,1
0,10,29,1
0,55,29,1
2,52,68,2
3,1,66,2
2,77,59,2
3,66,37,2
2,22,60,1
2,66,57,2
2,77,73,1
1,56,22,1
0,14,21,1
2,30,95,2
1,67,44,1
1,4,98,2
2,76,47,1
1,69,83,2
3,62,5,2
1,20,29,2
2,56,84,2
3,75,76,2
3,58,84,2
1,4,35,1
0,22,13,2
3,50,13,1
2,4,65,2
1,78,46,1
3,65,39,2
3,73,29,2
1,56,73,1
2,52,43,2
1,48,85,1
3,78,34,1
3,5,60,2
3,23,99,1
2,69,59,2
3,67,98,2
2,64,98,1
2,52,60,1
1,27,84,2
1,34,88,1
0,58,65,1
2,38,95,1
3,12,22,2
2,61,95,2
3,36,84,2
1,8,9,1
3,51,83,2
1,33,16,2
3,69,88,2
3,67,75,1
0,22,24,1
3,69,95,1
2,16,16,2
1,34,46,2
0,14,13,2
3,14,13,2
2,34,91,2
1,7,8,2
3,3,79,1
3,26,45,2
1,21,25,1
0,45,50,2
1,1,14,2
0,80,72,2
1,49,16,1
0,19,25,1
2,62,41,2
0,33,1,1
3,60,22,2
2,51,94,2
3,62,58,2
3,44,14,1
0,78,75,2
2,6,11,2
2,2,79,2
3,62,10,1
2,24,25,1
1,40,32,1
0,33,55,1
0,59,60,1
0,75,18,1
2,23,90,2
1,31,42,1
1,10,47,1
2,79,6,2
1,20,62,2
1,24,83,2
1,51,45,1
1,77,1,2
2,52,97,2
1,43,95,1
3,21,14,1
3,12,13,2
0,73,42,1
2,55,41,1
1,35,52,2
3,29,91,1
2,79,63,1
1,69,81,2
0,63,32,1
3,56,6,1
2,67,99,1
2,17,45,1
0,72,48,1
0,74,7,2
1,31,62,2
1,37,28,1
2,21,23,2
0,24,53,2
0,35,30,2
3,7,65,1
0,21,83,1
2,46,67,1
3,35,86,2
0,52,24,1
0,61,12,1
3,26,44,1
3,17,31,2
0,66,97,1
1,65,23,2
1,69,45,2
3,26,24,2
3,8,24,1
2,49,42,2
2,71,58,2
2,13,53,1
1,42,47,1
1,34,92,1
0,54,89,2
3,35,42,1
1,55,69,1
0,43,36,1
2,17,65,1
2,33,26,1
2,23,83,2
0,71,21,1
3,55,88,2
0,27,51,1
1,20,79,1
0,42,5,1
1,35,4,1
3,6,27,1
1,8,49,1
3,65,38,1
0,3,71,2
2,59,61,2
0,30,3,1
2,64,15,1
3,1,33,2
0,32,8,1
0,35,23,2
1,17,73,1
2,42,99,1
2,36,38,1
1,22,20,1
1,28,59,1
1,15,57,1
1,8,83,2
0,2,29,2
1,78,50,1
1,22,75,2
3,45,44,1
1,8,91,1
2,30,86,2
1,36,6,1
3,2,95,2
1,20,19,2
1,12,70,2
0,56,26,1
3,66,52,2
2,20,87,1
3,29,5,1
0,74,57,1
2,70,100,2
1,79,20,1
2,73,4,1
2,1,45,2
1,4,4,1
2,67,61,2
3,77,30,1
0,37,9,2
0,15,49,1
2,57,23,1
2,65,59,1
0,51,76,2
2,73,30,1
1,24,39,2
3,53,76,2
2,30,17,2
2,25,79,1
2,37,18,2
2,18,70,1
2,71,34,2
3,17,93,1
1,61,78,1
1,29,18,2
2,76,38,2
0,59,30,2
3,71,98,2
3,2,69,2
1,1,88,1
1,17,94,2
3,54,45,1
1,29,21,1
0,58,36,1
2,27,21,1
2,12,80,1
0,18,48,2
3,21,40,1
3,71,2,2
1,43,68,2
2,68,88,1
2,22,15,1
1,3,49,2
3,66,47,2
3,75,90,1
2,31,97,2
0,33,80,1
0,12,82,2
2,70,98,1
2,67,98,1
2,73,78,1
1,71,82,1
3,25,26,2
0,27,14,1
2,61,57,2
2,70,48,1
0,45,40,2
1,42,96,2
1,27,23,1
0,27,49,2
1,80,48,2
3,16,70,2
1,67,67,2
3,7,81,1
1,65,73,1
2,6,55,1
3,38,87,2
3,66,92,1
3,2,18,2
0,75,11,2
1,75,74,2
2,24,59,1
3,39,30,1
1,42,28,1
3,76,57,1
1,30,31,1
2,68,39,2
2,19,23,2
3,9,28,2
0,24,55,2
1,20,25,1
3,28,18,1
1,68,49,2
1,80,89,2
2,9,79,1
0,38,91,2
3,41,27,1
0,55,59,1
0,8,74,1
1,76,24,2
3,69,91,2
0,44,36,2
3,20,46,1
3,55,77,2
3,45,20,1
0,57,66,1
1,61,81,1
3,27,11,1
3,17,26,1
3,52,87,2
2,72,26,1
0,21,75,1
0,45,72,2
3,29,69,1
1,35,13,2
0,44,8,1
0,50,10,2
2,73,44,1
3,17,14,2
0,4,48,1
0,67,29,1
2,11,75,1
0,58,93,1
3,44,100,1
3,67,50,1
1,15,5,2
1,33,46,1
3,29,31,1
2,6,52,2
1,1,92,1
3,43,20,1
0,78,40,2
0,75,65,2
1,9,42,2
3,40,17,2
0,74,85,1
1,72,38,1
0,77,88,2
1,5,27,2
1,20,22,2
0,35,71,1
0,2,3,1
3,12,60,1
3,76,35,1
2,17,94,1
0,74,1,2
0,10,71,1
3,4,20,2
2,13,67,2
0,3,80,2
1,32,53,1
1,11,78,2
1,24,14,1
0,19,70,1
0,45,51,2
0,15,1,2
0,50,64,2
3,29,23,2
3,52,11,1
3,28,45,2
0,65,80,1
0,77,55,1
0,8,85,1
2,3,90,2
2,21,31,1
3,10,5,2
2,24,32,2
3,56,38,2
1,18,91,1
3,58,94,2
1,32,72,1
3,43,7,2
2,26,91,1
2,11,1,2
3,27,17,1
3,28,80,1
1,16,66,2
2,56,71,2
2,73,89,2
3,10,35,2
0,66,89,2
3,53,45,2
3,66,32,2
2,50,11,2
0,14,85,1
3,46,51,2
2,80,41,1
1,1,25,2
3,27,63,1
0,15,72,2
1,70,82,1
1,13,14,2
0,42,81,2
1,1,90,2
3,77,17,2
0,72,99,2
3,31,65,1
1,8,43,2
3,23,100,2
2,36,8,2
2,15,76,2
0,24,75,1
0,5,69,2
1,57,76,1
2,68,23,2
2,60,52,1
2,6,91,2
3,18,19,2
3,58,79,2
2,5,10,1
1,52,50,2
2,80,1,2
2,55,9,1
2,18,67,1
0,31,9,1
1,59,27,2
1,67,72,1
0,46,49,2
0,75,72,1
3,46,46,1
0,28,57,2
3,62,43,1
3,70,67,2
1,32,43,1
2,7,91,2
3,29,76,2
2,27,33,1
0,17,7,1
1,48,6,1
1,29,31,1
3,5,42,2
3,47,15,2
2,65,58,1
1,45,61,2
0,42,87,2
1,80,86,1
0,39,76,2
1,64,24,1
3,1,93,2
2,38,14,2
2,5,41,2
1,14,26,2
2,76,92,2
1,61,87,2
1,48,2,1
1,17,89,2
0,72,41,2
1,70,7,1
2,33,36,1
3,40,90,2
0,42,83,2
0,22,82,1
0,63,3,2
1,4,51,1
0,17,90,2
0,76,56,2
3,50,65,2
1,79,69,1
0,9,26,1
1,71,25,1
3,66,90,2
3,80,66,1
2,40,97,2
1,23,66,1
2,68,40,2
2,22,61,2
2,44,94,2
2,76,60,1
3,18,27,1
0,34,12,1
2,58,58,2
2,29,50,2
2,39,20,2
1,63,67,2
3,42,20,2
2,59,22,2
2,45,26,1
1,66,70,2
1,60,54,2
2,6,98,1
1,19,3,1
2,47,46,2
1,14,65,1
1,49,1,1
0,72,22,2
1,36,93,1
0,9,72,1
1,18,43,1
3,15,68,1
1,22,95,1
0,77,51,1
1,34,93,2
2,51,13,1
1,50,77,2
