knowledge_usefulness,knowledge_reliability,knowledge_accuracy,knowledge_rating,knowledge_quality
1,42,1,53,3
0,66,0,38,3
1,3,0,23,3
0,58,1,54,2
0,47,1,59,3
1,62,0,29,2
0,87,0,93,2
1,33,1,22,2
0,100,0,36,1
1,54,1,18,1
0,84,1,40,1
0,28,1,2,2
1,89,0,45,2
0,100,0,17,1
1,9,1,46,3
1,22,1,48,3
0,78,0,75,3
1,69,0,19,1
0,72,0,16,2
1,1,0,39,2
0,71,1,5,2
0,2,1,6,1
0,46,0,2,2
0,17,0,84,2
1,19,0,1,1
0,12,0,19,2
0,1,0,46,1
0,38,1,20,3
1,6,1,5,1
0,93,1,42,1
0,54,0,71,2
1,32,0,7,2
0,52,0,27,3
0,68,1,25,2
1,14,1,74,1
1,9,0,73,2
1,22,0,91,2
0,60,0,1,1
1,3,0,60,1
0,78,1,66,1
0,74,0,85,1
1,30,0,58,3
1,67,0,47,2
0,51,1,72,1
0,83,1,22,1
1,94,1,12,3
0,39,0,29,1
0,83,0,23,1
1,57,0,27,3
0,55,1,32,1
1,29,1,0,2
0,40,1,14,1
1,40,0,59,3
0,20,1,62,3
1,24,1,82,3
1,47,0,27,1
1,97,1,13,1
1,65,0,65,2
0,19,1,1,1
0,64,0,22,3
0,86,1,64,3
1,46,0,24,2
0,47,0,15,3
1,15,0,75,3
0,34,0,45,1
1,14,1,14,1
0,27,1,7,3
1,50,1,8,3
0,95,1,98,2
0,22,1,84,1
1,89,1,84,3
0,95,1,90,3
0,57,0,72,3
0,28,0,3,1
0,28,0,91,2
1,8,0,5,2
0,40,1,35,1
1,66,0,10,3
1,2,0,81,2
1,28,1,86,1
0,46,0,6,1
0,75,0,50,2
1,0,0,48,2
1,8,0,5,2
0,16,1,42,3
0,57,0,48,1
0,85,0,42,2
1,25,0,40,2
0,68,1,23,1
0,99,0,87,2
0,70,0,10,1
0,93,0,100,2
1,11,1,55,3
1,49,1,96,3
1,32,1,74,3
0,68,1,28,2
0,90,1,14,2
0,64,1,17,2
1,27,1,36,3
0,41,0,58,1
0,96,0,62,2
0,88,1,52,1
0,90,1,5,1
1,90,0,84,2
1,34,1,3,3
1,33,0,78,2
0,38,1,14,2
1,34,0,79,1
1,69,0,72,3
0,34,0,16,2
1,4,0,15,3
1,85,1,4,3
1,68,1,92,2
0,20,0,72,1
0,35,0,37,2
0,84,0,11,2
0,10,1,82,1
1,61,0,99,1
1,56,0,92,2
1,63,0,1,3
0,7,0,22,2
1,20,1,89,1
0,0,0,83,2
1,73,0,91,3
0,26,0,44,3
0,68,1,90,2
0,96,1,22,2
0,94,0,96,3
1,2,1,40,1
1,72,1,81,3
1,74,0,38,3
1,85,0,62,1
1,31,1,31,3
1,2,0,52,3
1,34,0,71,2
0,52,1,93,3
0,69,1,91,2
0,18,0,86,1
1,11,1,76,1
0,76,0,37,3
1,71,0,57,1
1,58,1,27,3
0,82,0,63,3
0,34,0,20,1
0,46,0,69,2
0,69,1,65,1
0,39,1,64,1
0,22,0,16,2
0,73,1,36,1
1,12,1,69,2
0,59,1,48,1
0,43,0,56,3
0,97,0,65,2
1,33,0,3,1
1,41,0,97,2
1,28,0,37,3
1,87,1,48,3
0,66,1,77,2
0,85,1,24,2
1,73,1,72,3
1,75,1,2,3
1,98,0,0,1
1,73,1,5,1
1,74,0,43,3
0,72,0,36,3
0,98,1,80,2
1,29,1,72,2
0,49,0,10,3
1,27,0,35,3
1,33,1,18,3
0,0,0,92,1
0,74,0,18,3
0,32,0,3,1
1,70,1,80,3
0,48,0,88,1
1,85,0,11,2
0,64,0,91,2
1,21,1,11,3
1,95,0,30,2
1,61,1,16,2
0,81,0,3,2
1,85,1,81,2
0,2,1,18,2
0,21,0,88,1
1,44,0,74,2
0,59,1,52,1
0,79,1,22,2
0,9,1,6,2
1,69,0,2,2
1,82,0,21,2
1,50,0,66,2
1,51,1,1,2
0,89,1,25,1
0,66,0,100,2
1,94,1,84,2
1,7,1,71,3
0,11,0,69,3
0,42,0,3,2
0,55,1,95,1
1,21,1,16,2
1,9,0,53,3
1,42,0,25,1
0,54,0,77,2
1,57,1,51,2
1,22,1,28,1
1,39,0,64,3
0,75,1,29,1
1,27,0,4,1
0,30,0,50,3
0,66,0,90,2
0,2,0,46,1
0,58,1,29,3
0,34,0,58,1
1,13,1,26,1
0,33,0,11,2
1,46,1,82,3
1,96,0,43,2
1,80,1,82,3
0,84,1,31,2
0,91,1,16,1
1,62,1,92,2
1,27,1,11,1
1,98,1,92,3
1,74,1,94,2
1,20,1,87,3
1,80,1,97,1
1,35,0,80,3
0,4,1,21,3
1,80,0,98,3
1,67,1,62,2
1,65,0,60,3
1,24,0,57,3
1,56,1,65,3
1,64,1,83,1
0,90,1,61,2
1,83,0,13,3
1,1,0,4,2
0,30,1,99,2
0,21,1,81,3
0,99,0,29,3
0,69,1,83,1
0,25,0,61,2
1,78,1,92,2
1,45,1,37,3
1,43,1,20,1
1,65,0,52,2
0,1,0,25,1
0,52,0,1,2
0,50,1,39,2
1,98,0,34,3
0,96,0,4,3
0,26,1,24,3
1,85,0,52,2
0,88,1,5,3
1,91,1,28,3
0,17,1,96,3
0,76,0,79,3
1,69,0,69,2
1,57,0,54,1
0,86,0,89,1
1,25,0,34,2
0,84,1,42,3
1,73,1,77,1
1,73,0,6,2
1,0,1,77,1
0,19,0,85,3
1,58,1,56,3
1,9,0,41,3
0,44,1,58,3
0,41,0,19,3
0,10,1,82,2
0,59,1,82,3
0,53,1,89,2
0,1,1,67,1
0,39,0,99,1
0,23,0,91,3
0,56,1,16,2
0,91,1,82,1
0,62,0,58,1
1,3,0,45,3
1,88,1,2,2
1,58,1,34,3
0,42,1,93,1
1,27,1,28,3
1,83,1,58,2
0,20,1,30,1
1,65,0,78,2
0,43,0,94,2
1,13,1,96,3
0,58,1,98,1
0,47,0,23,2
1,84,1,41,3
1,94,0,42,2
1,1,0,36,3
0,2,0,10,1
1,76,0,19,1
0,15,1,78,2
1,38,0,12,2
1,71,1,8,1
0,74,0,81,1
1,59,0,15,2
1,28,0,27,1
1,62,0,77,1
1,81,0,89,1
1,35,1,53,2
0,40,0,79,3
0,86,1,89,1
0,77,1,1,2
0,22,0,57,2
1,63,0,65,1
0,39,1,62,1
0,34,1,39,1
1,98,0,4,2
0,14,1,67,2
0,89,1,37,1
1,44,0,41,1
0,64,0,61,3
1,6,1,51,3
1,37,0,8,1
1,48,0,20,3
1,53,1,40,2
0,55,0,15,1
1,96,1,50,2
0,91,1,30,1
0,33,0,27,2
1,36,1,63,3
0,88,1,12,3
1,32,0,14,1
1,0,0,91,3
0,2,1,73,3
0,53,0,17,1
0,4,0,2,3
1,13,1,10,1
1,77,1,24,1
1,60,1,92,2
1,74,1,82,2
1,87,0,57,1
1,89,0,6,2
1,83,1,56,1
1,100,0,34,2
0,48,1,88,1
1,3,0,93,2
1,99,0,32,2
0,68,1,38,1
1,0,0,64,3
1,7,1,18,3
0,84,1,49,1
0,68,0,42,1
1,33,0,71,2
1,87,1,46,2
0,83,1,83,2
1,58,0,14,2
1,70,0,6,2
0,99,1,20,3
0,57,0,2,1
1,69,0,78,2
1,40,1,73,1
0,16,1,96,3
0,32,1,10,3
0,47,1,8,1
1,13,1,70,1
0,60,0,19,3
0,100,0,80,2
0,99,0,51,3
0,63,0,12,3
0,60,1,32,1
1,74,0,74,3
0,37,0,37,2
1,39,1,20,1
0,91,0,69,1
1,89,1,23,2
0,25,1,13,2
1,76,1,50,2
0,28,0,96,3
0,8,1,88,1
0,67,0,14,2
1,5,0,21,2
1,59,0,34,1
0,41,1,66,2
1,88,0,25,1
0,44,0,6,1
1,0,1,33,1
1,91,0,23,3
1,17,0,63,2
1,8,1,50,1
1,94,0,63,3
0,34,1,92,1
1,80,0,26,1
0,33,0,21,3
1,72,1,0,1
0,92,1,79,2
0,16,0,33,3
1,2,1,85,1
0,31,0,93,2
0,63,0,44,1
1,44,0,58,1
1,99,1,97,2
0,96,0,73,3
1,100,0,73,3
0,10,1,63,2
0,77,1,34,2
1,40,0,17,3
0,87,1,69,2
0,76,1,62,3
1,30,0,69,3
1,21,1,77,3
0,53,0,22,3
1,41,1,100,1
1,88,0,83,2
0,100,1,40,2
0,25,0,20,3
0,50,0,54,1
1,73,1,31,1
0,6,0,1,3
1,3,1,95,1
1,99,0,84,1
0,85,0,67,1
0,36,0,46,3
1,17,0,36,1
0,27,0,47,2
1,76,1,66,2
1,6,0,3,2
0,64,0,13,2
1,25,1,77,3
1,83,1,73,1
1,38,0,73,1
1,38,1,58,2
0,20,0,61,1
1,12,1,94,1
0,84,0,99,2
0,56,1,10,2
1,94,1,18,3
0,55,0,15,3
1,12,1,86,2
0,50,0,98,1
1,99,0,73,3
0,20,1,26,2
0,84,0,69,3
0,89,0,37,3
0,18,0,21,3
1,95,0,86,3
1,58,0,60,2
1,87,1,61,3
0,22,1,87,2
1,51,0,87,2
1,38,1,15,1
1,27,0,71,1
0,78,1,8,2
0,0,0,49,3
1,65,1,50,2
1,14,0,47,2
1,48,0,50,1
1,90,1,2,3
0,96,0,52,2
1,40,1,98,3
0,18,1,79,2
0,63,0,43,3
0,38,0,93,2
0,37,0,40,3
0,34,0,61,2
0,96,1,28,1
1,39,0,79,2
0,55,0,59,2
1,50,0,53,1
1,87,1,43,2
1,93,1,94,2
1,54,0,99,2
0,47,0,31,1
1,1,1,99,2
0,21,0,54,1
0,33,1,73,3
1,43,0,72,1
0,20,1,2,2
1,52,0,67,1
0,87,0,20,2
1,21,1,9,1
1,27,1,67,1
0,98,1,70,1
0,11,0,16,1
0,100,0,21,3
0,61,0,83,3
0,88,0,13,3
1,93,0,69,3
0,86,0,80,2
0,55,1,52,2
1,82,1,37,1
1,43,0,13,2
1,5,1,17,1
1,64,1,68,1
0,88,0,57,1
0,95,1,28,1
0,87,1,95,2
1,5,1,72,1
1,4,0,50,1
0,62,1,21,1
0,100,0,4,2
0,50,0,45,2
0,78,0,66,2
1,64,1,93,1
0,31,0,28,2
1,66,1,46,1
1,66,0,68,1
0,18,1,98,2
0,77,0,31,2
0,2,0,14,1
1,99,0,53,1
1,45,0,78,2
0,13,1,62,2
1,84,0,86,1
0,34,1,15,1
0,11,0,33,3
1,18,1,20,2
0,59,0,58,2
0,30,0,63,2
1,72,0,25,3
1,85,1,24,3
1,1,1,0,3
0,19,0,54,3
0,0,1,100,2
0,33,1,46,1
1,20,0,60,3
1,68,0,34,2
1,50,0,39,2
1,30,0,82,2
1,34,1,15,3
0,22,1,47,3
1,27,0,57,1
1,76,1,51,3
1,10,1,51,3
0,9,0,65,2
1,66,1,29,3
0,72,0,52,2
1,56,1,76,1
0,87,1,4,2
1,70,1,16,3
0,59,1,64,2
0,5,0,6,2
0,94,0,96,2
0,20,1,88,2
0,89,1,99,2
0,19,1,52,2
0,63,0,92,1
0,30,0,72,2
0,4,0,89,2
0,32,0,34,1
0,25,1,85,3
1,26,0,45,1
0,72,1,98,2
1,66,1,32,1
1,50,0,85,3
1,54,0,49,3
1,97,0,31,2
0,70,1,59,3
0,11,0,48,1
1,60,0,16,3
1,9,0,78,2
0,73,0,54,3
1,15,0,22,3
0,50,0,67,1
1,52,0,39,3
1,6,0,2,1
0,87,0,13,2
1,24,0,55,2
0,49,0,88,2
1,8,0,82,2
1,56,0,93,3
0,48,0,4,3
0,41,1,21,2
1,38,1,94,1
1,97,1,17,1
0,74,1,12,1
1,37,1,48,3
0,58,0,49,2
1,47,1,28,3
1,80,1,98,2
1,95,0,10,2
1,54,1,23,1
0,58,1,55,1
0,78,0,82,2
0,94,0,69,3
0,16,1,64,1
0,95,0,5,3
0,48,0,75,1
1,100,0,95,3
1,57,0,54,2
1,55,0,66,3
1,40,0,5,2
0,66,1,72,3
1,72,0,63,2
1,86,0,99,1
1,8,1,49,2
0,10,0,75,2
1,81,1,48,1
1,18,1,38,2
1,71,1,61,1
0,100,1,69,2
0,30,0,90,2
1,98,1,32,1
1,74,0,85,1
0,38,1,50,3
1,42,1,11,3
1,68,0,26,3
1,11,0,45,3
0,87,1,65,3
1,87,0,73,3
1,43,1,62,2
0,21,1,14,2
1,77,0,48,1
0,81,0,72,3
1,100,0,19,2
0,47,1,51,1
0,44,1,76,2
1,85,1,73,2
0,71,0,46,1
0,80,1,65,1
0,91,0,81,1
0,19,1,2,3
0,90,1,98,3
0,29,0,57,1
0,54,1,51,1
1,45,0,6,2
1,69,0,82,2
1,25,0,36,1
1,69,1,92,1
1,66,0,18,2
1,48,0,34,2
0,26,0,29,2
1,82,1,59,1
0,43,0,10,3
1,9,1,8,3
1,73,0,46,2
1,88,1,66,1
1,45,1,59,3
0,48,0,67,3
1,33,1,51,1
1,82,0,77,1
1,63,0,56,1
1,58,0,32,1
1,73,0,81,1
0,2,1,9,3
0,85,0,32,1
1,25,1,17,3
0,33,0,73,3
1,9,0,92,3
0,55,0,7,3
0,47,1,18,1
0,44,1,37,3
0,39,0,35,1
0,73,1,43,2
0,82,1,38,1
0,37,0,30,1
1,28,1,92,2
1,23,0,25,2
0,98,0,87,1
0,26,0,4,1
0,82,0,67,2
1,57,1,78,2
1,65,0,47,3
1,18,1,29,1
0,91,0,16,2
0,11,0,41,1
1,37,1,28,2
0,70,1,28,3
1,56,0,42,2
1,41,0,34,1
1,45,0,18,2
0,78,0,69,3
1,16,1,43,3
0,57,0,51,2
0,64,0,16,1
1,4,0,76,3
0,3,1,74,2
1,23,0,34,3
1,67,1,12,3
1,78,0,68,1
1,54,1,39,1
1,69,1,22,3
1,24,1,13,1
0,69,1,93,2
1,37,1,95,2
1,34,1,44,2
0,4,1,14,2
0,65,0,68,1
1,46,1,3,2
1,3,0,79,1
0,44,1,34,2
0,62,0,85,1
0,83,1,57,2
0,63,1,79,1
1,90,1,23,1
0,73,0,82,2
1,17,0,78,3
0,46,0,84,2
0,87,1,67,2
1,22,1,89,1
0,74,0,74,3
1,25,0,18,2
0,24,1,70,1
1,18,0,32,3
0,55,0,55,2
0,19,0,95,3
0,64,0,19,3
1,86,0,42,1
1,50,1,43,3
0,0,1,76,3
1,95,0,23,1
0,44,1,34,1
0,26,1,0,3
1,53,1,46,1
0,79,1,11,3
1,7,1,42,2
0,16,1,74,1
0,47,1,38,3
1,49,0,71,3
0,18,0,19,1
0,3,1,6,3
1,78,1,31,1
0,88,1,64,1
0,77,1,99,2
0,58,0,83,3
1,48,0,29,2
0,16,1,100,1
0,6,0,9,2
1,96,0,1,3
0,3,0,37,2
0,25,1,68,1
0,74,1,14,1
0,87,0,85,2
1,50,1,2,2
0,74,1,15,1
0,5,1,96,1
0,56,1,18,1
1,66,0,55,1
0,65,1,100,1
0,54,1,89,2
1,25,1,62,1
0,87,1,2,1
1,32,1,19,1
0,96,1,16,3
0,54,1,21,1
0,1,0,95,1
0,32,1,3,3
0,8,1,7,2
1,18,0,52,1
1,3,1,72,2
0,25,0,83,3
0,72,0,1,3
0,39,1,8,2
0,71,1,21,2
0,37,1,28,1
0,89,0,80,2
1,86,0,61,3
0,13,1,8,3
0,54,1,74,1
0,96,0,42,1
0,60,0,10,3
0,35,0,64,1
1,15,0,40,2
1,75,0,67,2
1,10,1,64,2
1,57,0,55,1
0,3,1,95,2
0,9,0,33,2
0,22,0,96,2
1,32,0,68,2
1,53,1,11,1
1,2,0,40,2
1,57,1,72,2
1,43,0,16,3
0,0,0,80,2
1,15,0,61,3
1,26,1,66,1
1,10,1,44,3
1,37,1,1,1
0,100,1,59,2
1,92,1,65,1
0,18,0,50,3
1,64,0,12,2
1,62,1,7,2
0,20,1,54,2
0,85,0,11,1
1,34,1,6,1
0,87,1,72,3
0,96,1,17,1
1,30,1,92,3
0,68,1,66,1
0,28,1,36,2
0,54,0,36,1
0,11,0,4,2
1,62,1,89,1
1,14,1,83,2
1,78,1,23,1
1,67,1,39,1
1,13,0,44,3
0,20,0,15,1
1,18,0,21,1
0,7,1,29,2
0,62,0,18,3
0,35,1,55,1
1,19,1,18,1
0,94,0,59,1
1,66,0,85,3
1,15,0,83,3
0,10,0,19,2
0,36,1,26,3
0,15,1,98,3
1,22,0,77,1
0,7,1,88,1
0,14,0,46,3
1,98,1,76,3
0,95,1,49,2
1,29,1,95,1
0,66,1,29,3
1,74,0,94,1
1,81,0,57,3
0,81,1,57,2
0,2,0,17,3
1,2,0,27,1
0,26,1,96,3
0,35,1,7,2
0,26,0,5,1
0,88,1,88,1
0,92,0,88,1
0,6,1,80,3
1,35,0,28,2
1,69,1,76,3
1,44,1,49,3
0,91,1,100,1
0,57,0,18,3
1,99,0,8,3
1,13,1,40,2
0,89,0,26,2
0,74,0,59,2
